870	fetus-smashing club	12	0	0
871	meatcar model	6	75	0
872	Time Juice	0	0	0
873	rolling pin	3	250	0
874	unrolling pin	3	250	0
875	crazy bastard sword	12	0	0
876	incredibly dense meat gem	8	0	0
877	Talisman of Baio	8	0	0
878	hypnodisk	8	0	0
879	goofballs	0	0	0
880	disbelief suspenders	0	95	1
881	supportive bra	11	55	1
882	Blatantly Canadian	3	75	1
883	maple syrup	2	60	1
884	los chinos	10	60	1
885	wooden axe	12	65	1
886	leaflet	0	87	1
887	leaf	0	180	1
888	maple leaf	5	0	1
889	balaclava	9	55	1
890	balaclava baklava	1	65	1
891	Warehouse 23 bling	8	0	0
892	bugbear-smiting sword	12	0	0
893	lumbering jack	2	90	0
894	Dark Jill-O-Lantern	5	0	0
895	Ms. Accessory	8	0	0
896	Mr. Accessory Jr.	8	0	0
897	coffee sprite	5	0	0
898	Cheshire Bitten	5	0	0
899	custom avatar form	0	0	0
900	smile-sharpening stone	6	75	0
901	miniature espresso maker	6	75	0
902	100-Watt bulb	6	75	0
903	Spasmi Dolorosi Del Rene Champagne	2	0	0
904	old school Mafia knickerbockers	10	0	0
905	Yummy Tummy bean	0	0	0
906	Rock Pops	0	0	0
907	Mr. Mediocrebar	0	0	0
908	Cold Hots candy	0	0	0
909	Wint-O-Fresh mint	0	0	0
910	dwarf bread	1	0	0
911	Senior Mints	0	0	0
912	pixellated candy heart	0	0	0
913	candied kobold	0	0	0
914	hand turkey outline	5	0	0
915	candied yam pinky ring	6	75	0
916	intergalactic pom poms	8	0	0
917	Mob Penguin protection contract	0	0	0
918	Radio Free Baseball Cap	9	0	0
919	Radio Free Pants	10	0	0
920	Radio Free Foil	12	0	0
921	radio button candy	1	0	0
922	severed rocking horse head	8	0	0
923	broken cellular phone	0	0	0
924	crimbo elfling	5	0	0
925	dental pliers	6	75	0
926	papotion of papower	4	38	0
927	Ferita Del Petto Zinfandel	2	0	0
928	fuzzy bracelets	8	0	0
929	arse-shooting crossbow	12	0	0
930
931	spiced rum	2	35	0
932	eggnog	2	49	0
933	candy cane	1	0	0
934	gingerbread bugbear	1	0	0
935	imitation nice watch	8	0	0
936	Hanukkimbo dreidl	5	0	0
937	menorette	6	70	0
938	tiny plastic sword	12	0	0
939	small Crimbo Pressie	3	0	0
940	bow	0	0	0
941	Crimbo stocking	3	0	0
942	bowler	9	0	0
943	bow staff	12	0	0
944	bowlegged pants	10	0	0
945	skewered jumbo olive	0	0	0
946	skewered lime	0	0	0
947	skewered cherry	0	0	0
948	dirty martini	2	0	0
949	grogtini	2	0	0
950	cherry bomb	2	0	0
951	extra special Crimbo stocking	3	0	0
952	spooky hockey mask	9	0	0
953	penguin-smacking club	6	70	0
954	orphan baby yeti	5	0	0
955	fez of etymology	9	142	0
956	carob chunk noodles	1	75	0
957	chorizo brownies	1	71	0
958	white chocolate and tomato pizza	1	62	0
959	flange	0	10	1
960	clockwork key	0	100	1
961	silk garter snake	5	0	0
962	velvet choker	6	70	0
963	tiny plastic seal clubber	8	30	0
964	tiny plastic turtle tamer	8	30	0
965	tiny plastic pastamancer	8	30	0
966	tiny plastic sauceror	8	30	0
967	tiny plastic disco bandit	8	30	0
968	tiny plastic accordion thief	8	30	0
969	tiny plastic mosquito	8	30	0
970	tiny plastic leprechaun	8	30	0
971	tiny plastic levitating potato	8	30	0
972	tiny plastic angry goat	8	30	0
973	tiny plastic sabre-toothed lime	8	30	0
974	tiny plastic fuzzy dice	8	30	0
975	tiny plastic spooky pirate skeleton	8	30	0
976	tiny plastic barrrnacle	8	30	0
977	tiny plastic howling balloon monkey	8	30	0
978	tiny plastic stab bat	8	30	0
979	tiny plastic grue	8	30	0
980	tiny plastic blood-faced volleyball	8	30	0
981	tiny plastic ghuol whelp	8	30	0
982	tiny plastic baby gravy fairy	8	30	0
983	tiny plastic cocoabo	8	30	0
984	tiny plastic star starfish	8	30	0
985	tiny plastic ghost pickle on a stick	8	30	0
986	tiny plastic killer bee	8	30	0
987	tiny plastic Cheshire bat	8	30	0
988	tiny plastic coffee pixie	8	30	0
989	tiny plastic bitchin' meat car	8	30	0
990	tiny plastic hermit	8	30	0
991	tiny plastic Boris	8	30	0
992	tiny plastic Jarlsberg	8	30	0
993	tiny plastic Sneaky Pete	8	30	0
994	tiny plastic Susie	8	30	0
995	Lucky Surprise Egg	1	420	0
996
997
998	maiden wig	9	40	0
999	maid head	0	70	0
1000	Meat maid	0	220	0
1001
1002	Xlyinia's notebook	0	0	0
1003	soda water	4	35	0
1004	bottle of tequila	2	35	0
1005	boxed wine	2	35	0
1006	cherry	1	60	0
1007	coconut shell	0	35	0
1008	magical ice cubes	0	35	0
1009	vodka martini	2	65	0
1010	whiskey and soda	2	65	0
1011	monkey wrench	2	65	0
1012	tequila sunrise	2	65	0
1013	margarita	2	65	0
1014	strawberry wine	2	65	0
1015	wine spritzer	2	65	0
1016	perpendicular hula	2	115	0
1017	ducha de oro	2	115	0
1018	calle de miel	2	115	0
1019	dry vodka martini	2	90	0
1020	old-fashioned	2	90	0
1021	tequila with training wheels	2	90	0
1022	sangria	2	90	0
1023	vesper	2	0	0
1024	bodyslam	2	0	0
1025	sangria del diablo	2	0	0
1026	Valentine	0	250	0
1027	whip kit	0	50	0
1028	buckler buckle	0	50	0
1029	hippo whip	12	145	0
1030	penguin whip	12	144	0
1031	yak whip	12	141	0
1032	gnauga hide whip	12	120	1
1033	gnauga hide	0	60	1
1034	hippo skin buckler	8	144	0
1035	penguin skin buckler	8	142	0
1036	yak skin buckler	8	142	0
1037	gnauga hide buckler	8	140	1
1038	maraschino moxiosity potion	4	38	0
1039
1040	lucky Tam O'Shanter	6	0	0
1041	green beer	2	100	0
1042	string of red beads	8	75	0
1043	string of blue beads	8	75	0
1044	string of green beads	8	75	0
1045	cheap plastic bottle opener	12	50	0
1046	traffic cone	9	100	0
1047	N. O. Beer	0	0	0
1048	red striped oyster egg	0	50	0
1049	red polka-dot oyster egg	0	50	0
1050	red paisley oyster egg	0	50	0
1051	red plastic oyster egg	0	50	0
1052	blue striped oyster egg	0	50	0
1053	blue polka-dot oyster egg	0	50	0
1054	blue paisley oyster egg	0	50	0
1055	blue plastic oyster egg	0	50	0
1056	puce striped oyster egg	0	50	0
1057	puce polka-dot oyster egg	0	50	0
1058	puce paisley oyster egg	0	50	0
1059	puce plastic oyster egg	0	50	0
1060	mauve striped oyster egg	0	50	0
1061	mauve polka-dot oyster egg	0	50	0
1062	mauve paisley oyster egg	0	50	0
1063	mauve plastic oyster egg	0	50	0
1064	lavender striped oyster egg	0	50	0
1065	lavender polka-dot oyster egg	0	50	0
1066	lavender paisley oyster egg	0	50	0
1067	lavender plastic oyster egg	0	50	0
1068	black striped oyster egg	0	50	0
1069	black polka-dot oyster egg	0	50	0
1070	black paisley oyster egg	0	50	0
1071	black plastic oyster egg	0	50	0
1072	off-white striped oyster egg	0	50	0
1073	off-white polka-dot oyster egg	0	50	0
1074	off-white paisley oyster egg	0	50	0
1075	off-white plastic oyster egg	0	50	0
1076	yellow striped oyster egg	0	50	0
1077	yellow polka-dot oyster egg	0	50	0
1078	yellow paisley oyster egg	0	50	0
1079	yellow plastic oyster egg	0	50	0
1080	oyster basket	8	150	0
1081	emo roe	5	0	0
1082	gazing shoes	6	70	0
1083	personal raindrop	5	0	0
1084	rainbow tie	6	70	0
1085	clockwork widget	0	30	1
1086	clockwork thingamajig	0	30	1
1087	clockwork doohickey	0	30	1
1088	clockwork clockwise dome	0	50	1
1089	clockwork spine	0	50	1
1090	clockwork rings	0	50	1
1091	clockwork claws	0	50	1
1092	clockwork sheet	0	50	1
1093	clockwork counterclockwise dome	0	50	1
1094	clockwork sphere	0	50	1
1095	deactivated MicroMechaMech	5	200	1
1096	clockwork endoskeleton	0	200	1
1097	clockwork hat	9	200	1
1098	clockwork trench coat	11	200	1
1099	clockwork pants	10	200	1
1100	gnauga hide chaps	10	120	1
1101	false eyelashes	6	75	0
1102	targeting chip	6	75	0
1103	unwound clockwork grapefruit	5	220	1
1104	tiny mountie hat	6	75	0
1105	clockwork bartender head	0	0	1
1106	clockwork chef head	0	0	1
1107	clockwork maid head	0	0	1
1108	clockwork detective skull	9	195	1
1109	clockwork bartender-head-in-the-box	0	0	1
1110	clockwork chef-head-in-the-box	0	0	1
1111	clockwork bartender-in-the-box	0	0	1
1112	clockwork chef-in-the-box	0	710	1
1113	clockwork maid	0	350	1
1114	tisket	0	70	0
1115	tasket	0	70	0
1116	annoying pitchfork	6	75	0
1117	Stupid University Diploma	0	0	0
1118
1119
1120
1121
1122
1123	halfberd	12	35	1
1124	small leather glove	0	75	1
1125	spooky glove	0	0	1
1126	enchanted toothpick	8	95	1
1127	tiny ninja sword	12	25	1
1128	teeny-tiny ninja stars	0	30	1
1129
1130	blank white card	0	0	0
1131	beet	0	0	0
1132	Totally Gay Claymore	12	169	0
1133	star shirt	11	170	1
1134	spooky cosmetics bag	4	50	1
1135	spooky eyeliner	4	50	1
1136	spooky lipstick	4	50	1
1137	spooky bicycle chain	12	95	1
1138	mushroom fermenting solution	0	30	1
1139	flaming mushroom wine	2	30	1
1140	icy mushroom wine	2	30	1
1141	stinky mushroom wine	2	30	1
1142	pointy mushroom wine	2	30	1
1143	flat mushroom wine	2	30	1
1144	cool mushroom wine	2	30	1
1145	knob mushroom wine	2	30	1
1146	knoll mushroom wine	2	30	1
1147	spooky mushroom wine	2	30	1
1148	shot of flower schnapps	2	120	0
1149	flower petal pie	1	45	0
1150
1151	giant discarded plastic fork	12	205	0
1152	miniature gravy-covered maypole	6	0	0
1153	Retenez L'Herbe Pat&eacute;	1	0	0
1154
1155	Letter from King Ralph XI	0	0	0
1156
1157	wholeberd	12	95	1
1158	Meleegra&trade; pills	4	50	0
1159	mariachi G-string	0	40	0
1160	irate sombrero	9	55	0
1161	pile of candy	3	50	0
1162	handsomeness potion	3	50	0
1163	marzipan skull	3	40	0
1164	poultrygeist	0	50	0
1165	hovering sombrero	5	100	0
1166	tiny maracas	6	70	0
1167	plain brown wrapper	0	0	0
1168	less-than-three shaped box	0	0	0
1169	exactly-three shaped box	0	0	0
1170
1171
1172
1173
1174
1175
1176
1177
1178	potted cactus	0	25	0
1179	daisy	0	50	0
1180	potted fern	0	0	0
1181	tulip	0	0	0
1182
1183
1184
1185
1186
1187
1188
1189	stuffed can of asparagus	0	25	0
1190	stuffed dodecapede	0	50	0
1191	stuffed ghuol whelp	0	0	0
1192
1193
1194
1195
1196
1197
1198
1199
1200	mugcake	2	25	0
1201	urinal cake	2	50	0
1202	Happy Birthday, Claude! cake	2	0	0
1203	personalized birthday cake	2	0	0
1204
1205
1206
1207
1208
1209
1210
1211	white balloon	8	25	0
1212	green balloon	8	50	0
1213	heart-shaped balloon	8	0	0
1214
1215
1216
1217
1218
1219
1220
1221
1222	Mr. Eh?	8	0	0
1223
1224
1225
1226
1227
1228
1229
1230
1231
1232
1233
1234
1235
1236	hockey stick of furious angry rage	12	0	1
1237
1238
1239
1240
1241
1242	deflated inflatable dodecapede	5	0	0
1243	toy six-seater hovercraft	6	70	0
1244
1245
1246
1247
1248
1249	Boss Bat britches	10	0	1
1250
1251	Knob shroomkabob	2	30	0
1252	spooky shroomkabob	2	30	0
1253	jumping beans	0	23	0
1254	jumping bean burrito	2	50	0
1255	spicy jumping bean burrito	2	60	0
1256	insanely spicy jumping bean burrito	2	90	0
1257	rat scrapple	2	40	0
1258	pail of pretentious paint	0	0	0
