# Christmas-specific items which can be created through combination or
# smithing.

hamethyst bracelet	8	hamethyst	hemp bracelet
hamethyst ring	8	hamethyst	ring setting
baconstone earring	8	baconstone	piercing post
baconstone pendant	8	baconstone	necklace chain
baconstone bracelet	8	baconstone	hemp bracelet
baconstone ring	8	baconstone	ring setting
porquoise eyebrow ring	8	porquoise	piercing post
porquoise necklace	8	porquoise	necklace chain
porquoise bracelet	8	porquoise	hemp bracelet
porquoise ring	8	porquoise	ring setting


# Familiars.  These are familiars which are only available after
# ascension (not including the ones which are available through
# post-ascension methods, like supertinkering).

maple leaf	1	leaf	maple syrup
unwound clockwork grapefruit	2	clockwork endoskeleton	grapefruit
deactivated MicroMechaMech	12	clockwork spine	clockwork claws	clockwork key


# These are item-combinations which are only available post-ascension,
# and does not fall into any other categories.

leaf	1	leaflet	leaflet
wholeberd	1	halfberd	halfberd


# Foods.  These are foods which are only available post-ascension,
# and include the mushroom recipes.

spicy mushroom quesadilla	2	warm mushroom	flat dough
cool mushroom casserole	2	cool mushroom	Gnollish casserole dish
cream of pointy mushroom soup	2	pointy mushroom	glass of goat's milk


# Drinks.  These are drinks which are only available post-ascension,
# and include the lumberjack and the mushroom wines.

lumbering jack	3	bottle of whiskey	Blatantly Canadian
flaming mushroom wine	3	mushroom fermenting solution	flaming mushroom
icy mushroom wine	3	mushroom fermenting solution	frozen mushroom
stinky mushroom wine	3	mushroom fermenting solution	stinky mushroom
pointy mushroom wine	3	mushroom fermenting solution	pointy mushroom
flat mushroom wine	3	mushroom fermenting solution	warm mushroom
cool mushroom wine	3	mushroom fermenting solution	cool mushroom
knob mushroom wine	3	mushroom fermenting solution	Knob mushroom
knoll mushroom wine	3	mushroom fermenting solution	Knoll mushroom
spooky mushroom wine	3	mushroom fermenting solution	spooky mushroom
gloomy mushroom wine	3	mushroom fermenting solution	gloomy black mushroom
oily mushroom wine	3	mushroom fermenting solution	oily golden mushroom


# Tinker recipes.  These recipes are the recipes which are used in the
# supertinkering process for Moxie signs.

clockwork widget	12	flange	cog	sprocket
clockwork thingamajig	12	flange	cog	spring
clockwork doohickey	12	flange	spring	sprocket
clockwork clockwise dome	12	clockwork widget	flange	spring
clockwork spine	12	clockwork widget	spring	cog
clockwork rings	12	clockwork thingamajig	flange	sprocket
clockwork claws	12	clockwork thingamajig	spring	sprocket
clockwork endoskeleton	12	clockwork claws	clockwork counterclockwise dome	clockwork key
clockwork sheet	12	clockwork doohickey	cog	flange
clockwork counterclockwise dome	12	clockwork doohickey	cog	sprocket
clockwork sphere	12	clockwork counterclockwise dome	clockwork clockwise dome	clockwork key
clockwork hat	12	clockwork clockwise dome	clockwork rings	clockwork key
clockwork trench coat	12	clockwork spine	clockwork sheet	clockwork key
clockwork pants	12	clockwork sheet	clockwork rings	clockwork key


# Clockwork servant recipes.  These recipes are used to create clockwork
# counterparts to the standard servants available pre-ascension.

clockwork detective skull	1	clockwork sphere	gnoll lips

clockwork maid head	1	clockwork sphere	maiden wig
clockwork maid	1	clockwork maid head	Meat maid body

clockwork chef head	1	clockwork sphere	chef's hat
clockwork chef-head-in-the-box	1	clockwork chef head	nothing-in-the-box
clockwork chef-in-the-box	1	clockwork chef-head-in-the-box	E-Z Cook Oven&trade;

clockwork bartender head	1	clockwork sphere	beer goggles
clockwork bartender-head-in-the-box	1	clockwork bartender head	nothing-in-the-box
clockwork bartender-in-the-box	1	clockwork bartender-head-in-the-box	cocktailcrafting kit

# Crimbo toys.  These are items which are created at Uncle Crimbo
# after collecting enough toy components.

yo-yo	15	length of string	toy wheel
top	15	wooden block	toy wheel
ball	15	stuffing	felt
kite	15	length of string	felt
pet rock	15	googly eye	wooden block
stuffed doppelshifter	15	googly eye	stuffing
teddy bear	15	googly eye (2)	stuffing (4)	felt (2)
duck-on-a-string	15	length of string	googly eye (2)	wooden block (2)	toy wheel (2)
toy soldier	15	googly eye (2)	wooden block (3)
doll house	15	wooden block (4)	felt (3)
toy train	15	length of string (2)	wooden block (3)	toy wheel (6)
marionette	15	length of string (2)	googly eye (2)	wooden block (2)
sock monkey	15	googly eye (2)	stuffing (3)	felt
rag doll	15	googly eye (2)	stuffing (3)	felt (2)
