1
# Item id	Item name	Value
1646	spooky and sour sauce	4
1647	stench and sour sauce	4
1648	sleazy and sour sauce	4
1650	milk of magnesium	3
1651	foie gras	1
1652	candy brain	1
1655	white collar	1
1657	onion shurikens	1
1658	Cherry Cloaca Cola	1
1659	Diet Cloaca Cola	1
1660	Regular Cloaca Cola	1
1668	star boomerang	2
1669	star stiletto	2
1673	grave robbing shovel	1
1675	cardboard ore	1
1676	styrofoam ore	1
1677	bubblewrap ore	1
1679	cardboard sword	3
1680	cardboard staff	4
1681	bubblewrap sword	3
1682	bubblewrap staff	3
1683	bubblewrap crossbow	5
1684	styrofoam sword	3
1685	styrofoam staff	3
1686	styrofoam crossbow	3
1688	cardboard crossbow	3
1690	giant discarded bottlecap	1
1691	giant discarded torn-up glove	2
1692	salamander slurry	1
1693	eyedrops of newt	1
1694	Frogade	1
1695	papotion of papower	1
1696	royal jelly taco	1
1697	tofu taco	1
1698	jumping bean taco	1
1699	catgut taco	1
1700	goat cheese taco	1
1701	pr0n taco	1
1702	alphabet gum	1
1704	shingle	1
1705	flaregun	1
1706	flaming cardboard sword	1
1707	flypaper staff	4
1708	grease gun	5
1709	sword of static	2
1710	wiffle-flail	4
1711	bubble bauble bow	3
1712	Frost™ brand sword	1
1713	squeaky staff	2
1714	can cannon	1
1715	starchy sword	3
1716	starchy staff	5
1717	starchy crossbow	4
1718	pestoblade	3
1719	poutine pole	3
1720	curdflinger	2
1721	muculent machete	5
1722	glistening staff	2
1723	repeating crossbow	3
1725	bigger stick	1
1726	sinewy crossbow string	1
1727	sturdy sword hilt	1
1728	dense meat sword	3
1729	dense meat staff	3
1730	dense meat crossbow	4
1731	Spirit Precipice	4
1732	smoldering staff	5
1733	hot cross bow	3
1735	meatspout staff	4
1736	carob cannon	4
1737	shuddersword	1
1738	hairy staff	4
1739	projectile icemaker	3
1740	buffalo blade	3
1741	giant cheesestick	4
1742	potato pistol	4
1743	savory sword	4
1744	savory staff	4
1745	savory crossbow	5
1746	Super Magic Power Sword X	4
1747	soylent staff	3
1748	goulauncher	4
1750	Gnollish pie server	1
1751	Gnollish slotted spoon	1
1752	Knob Goblin spatula	1
1753	jack flapper	1
1754	filthy pestle	1
1755	Knob Goblin melon baller	1
1756	huge spoon	1
1757	oversized pizza cutter	1
1758	star spatula	3
1759	foon of fulmination	3
1760	foon of frigidity	3
1761	foon of foulness	4
1762	foon of fearfulness	5
1763	foon of fleshiness	4
1767	pack of chewing gum	1
1768	Gnomish toolbox	5
1769	fricasseed brains	1
1770	brains casserole	2
1771	shiny butcherknife	1
1772	corn holder	1
1773	eggbeater	1
1774	bottle of popskull	1
1775	dishrag	1
1776	stale baguette	1
1777	leftovers of indeterminate origin	1
1778	ancient frozen dinner	1
1779	cardboard katana	1
1780	ram stick	1
1781	enchantlers	4
1782	ram-battering staff	4
1783	crazy little Turkish delight	1
1784	Snow Queen Crown	1
1785	ga-ga radio	1
1786	six pack of Mountain Stream	3
1787	bag of Cheat-Os	3
1788	unrefined Mountain Stream syrup	1
1789	frozen Mob Penguin	4
1790	Ram's Face Lager	1
1791	ram horns	1
1793	pool cue	1
1794	handful of hand chalk	1
1796	bone collar	3
1798	pile of dusty animal bones	2
1800	dusty animal cranium	2
1801	dusty animal jawbone	2
1802	dusty first cervical vertebra	1
1803	dusty second cervical vertebra	1
1804	dusty third cervical vertebra	1
1805	dusty fourth cervical vertebra	1
1806	dusty fifth cervical vertebra	1
1807	dusty sixth cervical vertebra	1
1808	dusty seventh cervical vertebra	1
1809	dusty first thoracic vertebra	1
1810	dusty second thoracic vertebra	1
1811	dusty third thoracic vertebra	1
1812	dusty fourth thoracic vertebra	1
1813	dusty fifth thoracic vertebra	1
1814	dusty sixth thoracic vertebra	1
1815	dusty seventh thoracic vertebra	1
1816	dusty eighth thoracic vertebra	1
1817	dusty ninth thoracic vertebra	1
1818	dusty tenth thoracic vertebra	1
1819	dusty eleventh thoracic vertebra	1
1820	dusty twelfth thoracic vertebra	1
1821	dusty first lumbar vertebra	1
1822	dusty second lumbar vertebra	1
1823	dusty third lumbar vertebra	1
1824	dusty fourth lumbar vertebra	1
1825	dusty fifth lumbar vertebra	1
1826	dusty sixth lumbar vertebra	2
1827	dusty seventh lumbar vertebra	1
1828	dusty sacral vertebrae	2
1829	dusty first caudal vertebra	1
1830	dusty second caudal vertebra	1
1831	dusty third caudal vertebra	1
1832	dusty fourth caudal vertebra	1
1833	dusty fifth caudal vertebra	1
1834	dusty sixth caudal vertebra	1
1835	dusty seventh caudal vertebra	1
1836	dusty eighth caudal vertebra	1
1837	dusty ninth caudal vertebra	1
1838	dusty tenth caudal vertebra	1
1839	dusty left first rib	2
1840	dusty left second rib	1
1841	dusty left third rib	1
1842	dusty left fourth rib	1
1843	dusty left fifth rib	1
1844	dusty left sixth rib	1
1845	dusty left seventh rib	1
1846	dusty left eighth rib	1
1847	dusty left ninth rib	2
1848	dusty left tenth rib	1
1849	dusty left eleventh rib	1
1850	dusty left twelfth rib	1
1851	dusty right first rib	1
1852	dusty right second rib	2
1853	dusty right third rib	1
1854	dusty right fourth rib	1
1855	dusty right fifth rib	1
1856	dusty right sixth rib	1
1857	dusty right seventh rib	1
1858	dusty right eighth rib	4
1859	dusty right ninth rib	1
1860	dusty right tenth rib	1
1861	dusty right eleventh rib	1
1862	dusty right twelfth rib	1
1863	dusty animal pelvis	1
1864	dusty left scapula	2
1865	dusty right scapula	2
1866	dusty left clavicle	1
1867	dusty right clavicle	1
1868	dusty left humerus	1
1869	dusty right humerus	1
1870	dusty left radius	1
1871	dusty right radius	1
1872	dusty left ulna	1
1873	dusty right ulna	1
1874	dusty left femur	1
1875	dusty right femur	1
1876	dusty left tibia	1
1877	dusty right tibia	1
1878	dusty left fibula	1
1879	dusty right fibula	1
1880	dusty left kneecap	1
1881	dusty right kneecap	1
1882	dusty left first front claw	1
1883	dusty left second front claw	1
1884	dusty left third front claw	1
1885	dusty left fourth front claw	1
1886	dusty right first front claw	1
1887	dusty right second front claw	1
1888	dusty right third front claw	1
1889	dusty right fourth front claw	1
1890	dusty left thumb	1
1891	dusty right thumb	1
1892	dusty left first rear claw	1
1893	dusty left second rear claw	1
1894	dusty left third rear claw	1
1895	dusty left fourth rear claw	1
1896	dusty right first rear claw	1
1897	dusty right second rear claw	1
1898	dusty right third rear claw	2
1899	dusty right fourth rear claw	1
1900	1-ball	1
1901	2-ball	1
1902	3-ball	1
1903	4-ball	1
1904	5-ball	1
1905	6-ball	1
1906	7-ball	1
1907	8-ball	1
1910	clockwork sword	4
1911	clockwork staff	5
1912	clockwork crossbow	4
1913	clockwork handle	3
1914	clockwork rod	4
1915	clockwork shank	4
1917	old leather wallet	2
1918	old coin purse	2
1921	cardboard wakizashi	1
1922	gob of wet hair	1
1927	scary death orb	5
1928	tuning fork	2
1929	antique greaves	1
1930	antique helmet	1
1931	antique spear	1
1932	antique shield	1
1933	pitchfork	1
1934	broken sword	1
1935	snarling wolf shield	1
1936	lupine sword	1
1937	snake shield	1
1938	serpentine sword	1
1939	grouchy restless spirit	1
1940	9-ball	1
1941	chintzy seal pendant	1
1942	chintzy turtle brooch	2
1943	chintzy noodle ring	1
1944	chintzy saucepan earring	1
1945	chintzy disco ball pendant	1
1946	chintzy accordion pin	3
1947	worn tophat	1
1948	tap shoes	1
1949	Manetwich	1
1950	bottle of Vangoghbitussin	4
1951	bottle of Pinot Renoir	1
1952	desiccated apricot	1
1953	flute of flat champagne	1
1954	dehydrated caviar	1
1956	snifter of thoroughly aged brandy	1
1957	disintegrating quill pen	1
1958	inkwell	1
1959	tattered scrap of paper	2
1960	scroll of ancient forbidden unspeakable evil	1
1962	Bit O' Ectoplasm	1
1963	dance card	1
1964	opera mask	5
1965	bottle of Monsieur Bubble	2
1968	bottle of perfume	4
1969	spoon!	5
1998	pack of KWE trading card	5
1999	stick of "gum"	1
2000	Das Überkühlraum trading card	5
2002	The Grand Poo-Bah trading card	5
2003	Thorny Toad trading card	5
2004	Chori Zo trading card	5
2005	Morbidda trading card	5
2006	Poison Oak trading card	5
2007	Princess Rutabaga trading card	5
2008	Roo trading card	3
2009	Woldo trading card	5
2010	The Snake trading card	5
2011	Nayztameetjoo trading card	5
2012	Arrrmetia trading card	5
2013	Serenity trading card	5
2014	Inndya trading card	5
2015	Kitty the Zmobie Basher trading card	5
2020	cherry pie	1
2021	strawberry pie	1
2022	lemon meringue pie	1
2023	Genalen™ Bottle	1
2024	mixed wildflower greens	1
2025	handful of walnuts	1
2026	nutty organic salad	1
2027	super salad	1
2028	tofu wonton	1
2029	hippy protest button	2
2030	Lockenstock™ sandals	3
2031	didgeridooka	3
2032	bullet-proof corduroys	2
2033	round purple sunglasses	3
2034	wicker shield	2
2040	patchouli oil bomb	1
2041	ferret bait	1
2042	exploding hacky-sack	1
2043	hemp net	3
2045	brain-meltingly-hot chicken wings	1
2046	frat brats	2
2047	knob ka-bobs	1
2049	can of Swiller	1
2053	tiny bust of Pallas	1
2055	black snake skin	1
2056	adder bladder	1
2057	black pension check	2
2058	black picnic basket	3
2059	Black No. 2	1
2060	black sword	2
2061	black helmet	2
2062	black shield	2
2063	blackberry	1
2065	PADL Phone	2
2066	kick-ass kicks	3
2067	sake bomb	1
2068	tequila grenade	1
2069	beer helmet	2
2070	distressed denim pants	3
2071	perforated battle paddle	2
2080	makeshift cape	5
2081	makeshift skirt	1
2082	toothbrush	3
2084	can of starch	3
2085	bottle of ultravitamins	1
2086	antique bottle of cough syrup	3
2087	tube of hair oil	1
2088	Daffy Taffy	1
2089	Crimboween memo	5
2091	fancy bath salts	1
2092	antique hand mirror	1
2093	hors d'oeuvre tray	1
2094	ballroom blintz	1
2095	towel	1
2108	rock	1
2109	stringy sinew	1
2110	stick	1
2111	tooth	1
2113	wheel	3
2114	yo	3
2115	prehistoric spear	5
2116	stick-on-a-string	4
2120	Grateful Undead T-shirt	3
2121	ASCII shirt	1
2122	safety vest	5
2123	eXtreme Bi-Polar Fleece Vest	1
2125	Ye Olde Navy Fleece	3
2126	bronze breastplate	1
2127	white hat hacker T-shirt	1
2128	vampire collar	1
2129	possessed top	1
2130	killer rag doll	3
2131	tree-eating kite	1
2133	fancy dress ball	1
2134	mad scientist's sock monkey	5
2135	stuffed alien blob	4
2136	vampire duck-on-a-string	3
2137	toy crazy train	4
2138	razor-tipped yo-yo	1
2139	toy mercenary	4
2140	spooky length of string	2
2141	spooky toy wheel	2
2142	spooky wooden block	3
2143	spooky felt	3
2144	evil googly eye	4
2145	spooky stuffing	2
2146	evil teddy bear	4
2147	evil teddy bear sewing kit	1
2148	toothsome rock	4
2151	shot of blackberry schnapps	1
2152	capacitor relay	2
2153	carbon nanotube frame	4
2154	ion grid	3
2155	Feynman gate	3
2156	logic synthesizer	4
2157	high-resistance ultrapolymer plating	4
2158	servomechanical torsion facilitator	4
2159	quantum polarity inducer	5
2160	bi-lateral logic compressor	5
2162	reverse-oscillating klystron	5
2163	sub-molecular interocitor	4
2164	recursive spline reticulator	4
2165	atomic vector plotter	4
2166	ion-pulse modulation stabilizer	3
2167	hyperbolic plasma focuser	5
2168	toy ray gun	4
2169	toy space helmet	4
2170	MagiMechTech NanoMechaMech	5
2171	astronaut pants	4
2172	toy jet pack	5
2191	giant book of ancient carols	3
2192	disintegrating sheet music	3
2193	candy stake	1
2194	spooky eggnog	2
2195	ancient unspeakable fruitcake	1
2196	gingerbread horror	1
2198	bat-shaped Crimboween cookie	3
2199	skull-shaped Crimboween cookie	2
2200	tombstone-shaped Crimboween cookie	3
2217	super ka-bob	1
2218	beer basted brat	2
2220	orange and black Crimboween candy	1
2230	icicle katana	2
2231	frigid mote	5
2232	smudged alchemical recipe	3
2233	polka-dot bow tie	5
2234	calavera concertina	2
2235	ratarang	1
2237	pygmy blowgun	1
2238	pygmy nose-bone	1
2239	big bad voodoo mask	2
2240	bottle of alcohol	1
2241	pygmy spear	1
2242	pygmy pygment	1
2243	headhunter necktie	2
2244	pointed stick	2
2245	knobby helmet turtle	1
2246	knobby kneepads	4
2247	sewer turtle	2
2248	sebaceous shield	2
2249	skeletortoise	2
2251	box turtle	1
2252	cardboard box turtle	4
2253	bottlecap turtle	3
2254	bubblewrap bottlecap turtleban	5
2255	furry green turtle	5
2256	furry green earmuffs	5
2257	reinforced furry underpants	4
2262	bird rib	3
2263	lion oil	3
2264	stunt nuts	1
2265	wet stew	4
2269	sausage wonton	3
2270	black belt	3
2271	dusty bottle of Merlot	1
2272	dusty bottle of Port	1
2273	dusty bottle of Pinot Noir	1
2274	dusty bottle of Zinfandel	1
2275	dusty bottle of Marsala	1
2276	dusty bottle of Muscat	1
2283	seal-skull helmet	1
2284	petrified noodles	1
2285	chisel	1
2304	white candy heart	2
2305	pink candy heart	2
2306	orange candy heart	1
2307	lavender candy heart	1
2308	yellow candy heart	1
2309	green candy heart	2
2328	drum machine	1
2336	oversized pipe	2
2337	reinforced beaded headband	2
2338	black pudding	1
2339	Blackfly Chardonnay	1
2340	black &amp; tan	1
2341	black pepper	3
2342	black forest cake	1
2343	black forest ham	1
2348	water pipe bomb	1
2349	gas balloon	1
2350	beer bomb	1
2351	superamplified boom box	3
2352	fire poi	3
2353	bejeweled pledge pin	2
2354	communications windchimes	2
2355	henna face paint	1
2356	tube of dread wax	1
2357	Gaia beads	3
2361	hippy medical kit	2
2367	carbonated soy milk	2
2368	flowing hippy skirt	3
2369	filthy poultice	1
2370	natural fennel soda	2
2371	green smoke bomb	2
2381	woolen cravat	3
2385	bottle opener belt buckle	2
2386	keg shield	2
2387	giant foam finger	2
2388	war tongs	3
2389	Monstar energy beverage	2
2390	asbestos apron	3
2396	chloroform rag	2
2397	depantsing bomb	1
2398	energy drink IV	3
2399	Elmley shades	3
2400	molotov cocktail cocktail	1
2401	beer bong	3
2402	gauze garter	1
2444	Supernova Champagne	1
2446	hardware upgrade	1
2448	tasteful black bow tie	4
2450	empty Cloaca-Cola bottle	1
2451	goatskin umbrella	3
2452	wool hat	3
2454	white belt	3
2455	bar whip	2
2456	barskin buckler	3
2457	white whip	3
2458	barskin loincloth	2
2459	tighty whiteys	2
2460	yak toupee	1
2467	blue suede shoes	1
2474	clown skin	1
2475	clown wig	2
2476	clownskin belt	1
2477	clownskin buckler	2
2478	clown whip	5
2479	demon skin	1
2480	demon-horned hat	1
2481	demon buckler	3
2482	demon whip	3
2483	barskin cloak	2
2484	white snakeskin duster	4
2485	clownskin harness	2
2486	demonskin jacket	4
2487	hipposkin poncho	3
2488	yak anorak	4
2489	tuxedo shirt	4
2490	gnauga hide vest	3
2491	shirt kit	1
2492	tropical orchid	1
2493	stick of dynamite	1
2494	Necrotelicomnicon	1
2495	Cookbook of the Damned	1
2496	Sinful Desires	1
2502	Really Expensive Jewelry and You	1
2503	extra-fancy ring setting	3
2504	precious piercing post	3
2505	heavy necklace chain	5
2506	beach glass bead	1
2507	clay peace-sign bead	1
2508	beach glass necklace	1
2509	peace-sign necklace	1
2510	round green sunglasses	3
2511	Frat Army FGF	2
2512	Hippy Army MPE	1
2519	McMillicancuddy's Special Lager	1
2520	melted Jell-o shot	1
2521	cruelty-free wine	1
2522	thistle wine	1
2523	megatofu	1
2524	displaced fish	1
2525	fishy fish	2
2526	fishy fish casserole	3
2527	fishy fish lasagna	4
2528	filet of tangy gnat ("fotelif")	1
2529	gnatloaf	3
2530	gnatloaf casserole	3
2531	gnat lasagna	4
2532	long pork	1
2533	long pork chop sandwiches	3
2534	long pork casserole	3
2535	long pork lasagna	4
2536	canopic jar	1
2537	ancient spice	1
2538	powdered organs	1
2539	Ankh of Badahnkadh	3
2540	tomb ratchet	3
2542	lesser grodulated violet	1
2543	tin magnolia	1
2544	begpwnia	4
2545	upsy daisy	1
2546	half-orchid	4
2562	half-rotten brain	1
2563	rusty bonesaw	1
2565	can of Ghuol-B-Gone™	1
2569	ant agonist	1
2570	ant hoe	1
2571	ant rake	1
2572	ant pitchfork	1
2573	ant sickle	1
2574	ant pick	1
2575	bronzed locust	1
2576	honey-dipped locust	1
2577	giant cactus quill	2
2579	cactus fruit	1
2580	scorpion whip	1
2581	handful of sand	1
2582	brick of sand	2
2583	centipede eggs	1
2584	wonderwall shield	2
2585	Colonel Mustard's Lonely Spades Club Jacket	1
2586	General Sage's Lonely Diamonds Club Jacket	1
2587	Corporal Fennel's Lonely Clubs Club Jacket	1
2588	Private Pepper's Lonely Hearts Club Jacket	1
2589	hot date	1
2593	Knob pasty	4
2594	thermos full of Knob coffee	4
2595	Ben-Gal™ Balm	1
2596	leathery cat skin	1
2597	leathery bat skin	4
2598	leathery rat skin	1
2600	carbonated water lily	2
2604	Tuesday's ruby	1
2605	palm frond	1
2606	palm-frond fan	2
2607	palm-frond whip	1
2608	palm-frond net	1
2609	palm-frond capris	3
2610	extra-large palm-frond toupee	3
2611	palm-frond cloak	3
2612	ancient vinyl coin purse	3
2613	rocky raccoon	1
2614	mojo filter	4
2615	savoy truffle	1
2616	ancient Magi-Wipes	2
2617	big boom	1
2618	Iiti Kitty phone charm	4
2620	unidentified jerky	1
2621	nasty rat mask	3
2622	ratskin belt	3
2623	rattail whip	1
2625	bat whip	5
2626	bat-ass leather jacket	4
2627	catskin cap	5
2628	catskin buckler	4
2629	tail o' nine cats	1
2631	gremlin juice	1
2632	mother's little helper	1
2633	pat-a-cake pendant	1
2634	mummy wrapping	2
2635	really thick bandage	2
2636	mummy mask	3
2637	gauze shorts	3
2638	gauze hammock	4
2639	black cherry soda	1
2640	black greaves	2
2641	black cowboy hat	4
2642	Maxwell's Silver Hammer	1
2643	happiness	3
2644	flaming feather	1
2645	frozen feather	1
2646	frightful feather	1
2647	fetid feather	1
2648	flirtatious feather	1
2651	green pixie spog	1
2652	S.T.L.T.	1
2653	honey-dew	1
2654	white Xanadian	2
2657	escargotsicle	1
2658	bottle of realpagne	2
2659	albatross necklace	5
2660	not-a-pipe	5
2661	flask of Amontillado	1
2662	fancy ball mask	4
2663	Can-Can skirt	5
2664	sensitive poetry journal	2
2665	bottled inspiration	2
2666	bellhop bell	3
2667	disintegrating spiky collar	3
2668	can-can-in-a-can	1
2669	patent antipsychotics	2
2670	Mariner's Friend cough drops	1
2671	shot of nepenthe schnapps	1
2672	library card	3
2673	Bohemian rhapsody	1
2674	bottle of black cat tonic	2
2675	handful of moss	1
2676	bit-o-cactus	1
2677	ancient protein powder	1
2679	sparkler	1
2680	snake	1
2681	M-242	1
2684	armgun	1
2685	fancy seashell necklace	1
2686	commemorative war stein	1
2687	stone frisbee	1
2688	dreadlock whip	1
2689	beer-a-pult	5
2690	cast-iron legacy paddle	5
2691	handful of nuts and berries	1
2692	giant driftwood sculpture	5
2693	massive sitar	3
2694	stone baseball cap	3
2695	cup of primitive beer	2
2696	ovoid leather thing	1
2705	blackberry slippers	3
2706	blackberry moccasins	4
2707	blackberry combat boots	4
2708	funky dried mushroom	1
2710	cracker	1
2711	black facepaint	1
2712	black sheepskin diploma	1
2713	Black Body™ spray	1
2714	floorboard cruft	1
2715	sausage bomb	1
2716	battered hubcap	3
2717	shiny hood ornament	3
2724	bowl of rye sprouts	1
2725	cob of corn	1
2726	juniper berries	1
2727	plum	1
2728	pear	1
2729	peach	1
2730	plum wine	1
2731	shot of pear schnapps	1
2732	shot of peach schnapps	1
2733	bunch of square grapes	1
2734	brown sugar cane	1
2739	panty raider camouflage	1
2741	boilermaker	1
2745	gremlin mutagen	1
2746	extra-potent gremlin mutagen	1
2748	furniture dolly	3
2766	solid gold bowling ball	1
2767	Crimbo pie	2
2768	pear tart	1
2769	peach pie	1
2770	chunk of rock salt	1
2771	handful of pine needles	2
2772	steamy ruby	1
2773	glacial sapphire	5
2774	unearthly onyx	1
2775	effluvious emerald	1
2776	tawdry amethyst	1
2777	filigreed hamethyst earring	3
2778	filigreed hamethyst necklace	4
2779	filigreed hamethyst ring	1
2780	solid baconstone earring	4
2781	solid baconstone necklace	4
2782	solid baconstone ring	3
2783	pulled porquoise earring	5
2784	pulled porquoise pendant	5
2785	pulled porquoise ring	5
2786	Earring of Fire	5
2787	Pendant of Fire	5
2788	Ring of Fire	5
2789	Ice-Cold Beerring	5
2790	Ice-Cold Aluminum Necklace	5
2791	Ice-Cold Beer Ring	5
2792	Unspeakable Earring	4
2793	Choker of the Ultragoth	1
2794	The Ring	4
2795	Nose Ring of Putrescence	5
2796	Putrid Pendant	5
2797	Ring of the Sewer Snake	4
2798	Mudflap-Girl Earring	4
2799	Mudflap-Girl Necklace	5
2800	Mudflap-Girl Ring	5
2801	vial of Gnomochloric acid	1
2802	flask of Gnomochloric acid	1
2803	jug of Gnomochloric acid	4
2804	vial of hamethyst juice	1
2805	vial of baconstone juice	1
2806	vial of porquoise juice	1
2807	flask of hamethyst juice	1
2808	flask of baconstone juice	1
2809	flask of porquoise juice	1
2810	jug of hamethyst juice	1
2811	jug of baconstone juice	1
2812	jug of porquoise juice	1
2829	really dense meat stack	1
2831	star key lime	4
2832	digital key lime pie	5
2833	star key lime pie	4
2840	bottle of cooking sherry	1
2841	antique packet of ketchup	1
2842	accidental cider	1
2843	dire fudgesicle	1
2846	plastic bib	1
2848	Gnomitronic Hyperspatial Demodulizer	1
2850	moonberry wine cooler	1
2851	fine aged cheddarwurst	1
2855	huge mosquito proboscis	2
2856	swamp lolly	1
2857	seegar butt	1
2858	bottled swamp gas	1
2859	witch wart	1
2860	delicious swamp muck	1
2861	leechknife	1
2862	decomposed boot	1
2863	big dribbly candle	1
2864	stolen meatpouch	1
2865	beaver spear	1
2866	shamanic beads	2
2867	dilapidated wizard hat	1
2868	pirate pamphlet	1
2869	pirate brochure	1
2870	pirate tract	1
2877	tiny plastic Baron von Ratsworth	1
2878	tiny plastic Boss Bat	3
2879	tiny plastic Knob Goblin King	1
2880	tiny plastic Bonerdagon	1
2881	tiny plastic The Man	1
2882	tiny plastic The Big Wisniewski	1
2883	tiny plastic Felonia	3
2884	tiny plastic Beelzebozo	1
2885	tiny plastic conservationist hippy	1
2886	tiny plastic 7-foot dwarf	4
2887	tiny plastic angry bugbear	1
2888	tiny plastic anime smiley	1
2889	tiny plastic apathetic lizardman	2
2890	tiny plastic astronomer	1
2891	tiny plastic beanbat	1
2892	tiny plastic blooper	1
2893	tiny plastic brainsweeper	4
2894	tiny plastic briefcase bat	3
2895	tiny plastic demoninja	1
2896	tiny plastic filthy hippy jewelry maker	1
2897	tiny plastic drunk goat	1
2898	tiny plastic fiendish can of asparagus	3
2899	tiny plastic Gnollish crossdresser	1
2900	tiny plastic handsome mariachi	1
2901	tiny plastic Knob Goblin bean counter	2
2902	tiny plastic Knob Goblin harem girl	1
2903	tiny plastic Knob Goblin mad scientist	1
2904	tiny plastic Knott Yeti	1
2905	tiny plastic lemon-in-the-box	1
2906	tiny plastic lobsterfrogman	1
2907	tiny plastic ninja snowman	1
2908	tiny plastic Orcish Frat Boy	1
2909	tiny plastic G Imp	1
2910	tiny plastic goth giant	1
2911	tiny plastic cubist bull	1
2912	tiny plastic scary clown	1
2913	tiny plastic smarmy pirate	1
2914	tiny plastic spiny skelelton	1
2915	tiny plastic Spam Witch	1
2916	tiny plastic spooky vampire	1
2917	tiny plastic taco cat	1
2918	tiny plastic undead elbow macaroni	3
2919	tiny plastic warwelf	1
2920	tiny plastic whitesnake	1
2921	tiny plastic XXX pr0n	2
2922	tiny plastic zmobie	1
2923	tiny plastic Protagonist	1
2924	tiny plastic Spunky Princess	1
2925	tiny plastic topiary golem	1
2926	tiny plastic senile lihc	1
2927	tiny plastic Iiti Kitty	1
2928	tiny plastic Gnomester Blomester	1
2929	tiny plastic Trouser Snake	1
2930	tiny plastic Axe Wound	1
2931	tiny plastic Hellion	1
2932	tiny plastic Black Knight	1
2933	tiny plastic giant pair of tweezers	1
2934	tiny plastic fruit golem	1
2935	tiny plastic fluffy bunny	1
2936	miniature castagnets	3
2938	miniature Jacob's ladder	3
2940	Spooky Surprise Egg	4
2941	Steal This Candy	1
2942	chocolate filthy lucre	1
2943	Angry Farmer's Wife Candy	1
2945	party hat	1
2947	The Big Book of Pirate Insults	1
2948	shot of rotgut	1
2949	jar of "Creole Lady" marrrmalade	1
2953	charrrm bracelet	4
2954	tip jar	1
2955	yam candy	3
2956	cocktail napkin	1
2957	rum barrel charrrm	1
2958	tube of cranberry Go-Goo	2
2959	rum barrel charrrm bracelet	4
2960	single-serving herbal stuffing	2
2961	packet of tofurkey gravy	1
2962	tofurkey nugget	1
2966	Tom's of the Spanish Main Toothpaste	1
2967	Swabbie™ swab	1
2968	Oil of Parrrlay	1
2969	creamsicle	1
2970	cream stout	1
2971	curmudgel	1
2972	grumpy old man charrrm	1
2973	grumpy old man charrrm bracelet	4
2974	tarrrnish charrrm	1
2975	tarrrnished charrrm bracelet	4
2976	bilge wine	1
2977	witty rapier	1
2978	yohohoyo	3
2979	fish-liver oil	1
2980	booty chest charrrm	1
2981	booty chest charrrm bracelet	4
2982	cannonball charrrm	1
2983	cannonball charrrm bracelet	4
2984	copper ha'penny charrrm	1
2985	copper ha'penny charrrm bracelet	4
2986	silver tongue charrrm	1
2987	silver tongue charrrm bracelet	5
2993	vinegar-soaked lemon slice	1
2994	true grit	3
2995	buoybottoms	2
2996	grungy flannel shirt	2
2997	grungy bandana	3
2998	grassy cutlass	2
3001	solid gold pegleg	1
3002	gold lamé pants	1
3003	enormous hoop earring	1
3004	costume sword	1
3012	shimmering rainbow sand	5
3019	all-purpose cleaner	1
3020	handful of sawdust	1
3025	corpse on the beach	4
3026	corpsetini	4
3027	corpsedriver	4
3028	Corpse Island iced tea	4
3029	red-headed corpse	1
3030	kamicorpse-ee	1
3031	purple corpsel	1
3032	corpsebite	1
3043	metallic foil bow	2
3047	nanite-infested fruitcake	3
3048	nanite-infested eggnog	1
3057	nanofiber cloth	2
3058	iGoogly	3
3059	theoretical string	3
3060	synthetic stuffing	2
3061	toy hoverpad	2
3063	gyroscope	1
3065	buckyball	2
3066	toy maglev monorail	5
3067	dollhive	5
3080	teddy borg	4
3082	monomolecular yo-yo	1
3083	stuffed gray blob	1
3084	borg sock monkey	5
3085	roboduck-on-a-string	4
3086	mylar scout drone	1
3087	teddy borg sewing kit	3
3100	robotronic egg	3
3108	overclocked avian microprocessor	2
3124	fruitfilm	1
3125	piece of after eight	1
3127	sandcastle	4
3132	flamin' bindle	3
3133	freezin' bindle	3
3134	stinkin' bindle	3
3135	spooky bindle	3
3136	sleazy bindle	3
3137	'WILL WORK FOR BOOZE' sign	1
3141	panhandle panhandling hat	1
3142	cup of infinite pencils	3
3146	El Vibrato punchcard (ATTACK)	5
3147	El Vibrato punchcard (REPAIR)	1
3148	El Vibrato punchcard (BUFF)	1
3149	El Vibrato punchcard (MODIFY)	3
3150	El Vibrato punchcard (BUILD)	1
3151	El Vibrato punchcard (TARGET)	1
3152	El Vibrato punchcard (SELF)	1
3153	El Vibrato punchcard (FLOOR)	1
3154	El Vibrato punchcard (DRONE)	3
3155	El Vibrato punchcard (WALL)	3
3170	evil noodles	5
3171	nauseating reagent	5
3172	evil paper umbrella	5
3199	lump of coal	4
3200	lump of diamond	2
3203	dwarvish magazine	1
3221	gator skin	3
3222	gatorskin umbrella	4
3223	sewer nuggets	3
3224	sewer wad	4
3225	bottle of sewage schnapps	4
3226	bottle of Ooze-O	4
3227	C.H.U.M. chum	4
3228	unfortunate dumplings	5
3229	decaying goldfish liver	2
3230	oil of oiliness	3
3233	inflatable duck	1
3234	water wings	1
3235	foam noodle	1
3283	delicious salad	1
3284	C.H.U.M. lantern	2
3285	C.H.U.M. knife	2
3290	abandoned candy	4
3298	pretty pink bow	3
3299	smiley-face sticker	3
3300	farfalle bow tie	2
3301	jalapeño slices	2
3302	stick-on mini solar panels	2
3303	tiny sombrero	3
3317	lucky bottlecap	3
