978	tiny plastic stab bat	8	30
979	tiny plastic grue	8	30
980	tiny plastic blood-faced volleyball	8	30
981	tiny plastic ghuol whelp	8	30
982	tiny plastic baby gravy fairy	8	30
983	tiny plastic cocoabo	8	30
984	tiny plastic star starfish	8	30
985	tiny plastic ghost pickle on a stick	8	30
986	tiny plastic killer bee	8	30
987	tiny plastic Cheshire bat	8	30
988	tiny plastic coffee pixie	8	30
989	tiny plastic bitchin' meatcar	8	30
990	tiny plastic hermit	8	30
991	tiny plastic Boris	8	30
992	tiny plastic Jarlsberg	8	30
993	tiny plastic Sneaky Pete	8	30
994	tiny plastic Susie	8	30
995	Lucky Surprise Egg	1	420
996
997
998	maiden wig	9	40
999	maid head	0	70
1000	Meat maid	3	220
1001
1002	Xlyinia's notebook	0	0
1003	soda water	14	35
1004	bottle of tequila	2	35
1005	boxed wine	2	35
1006	cherry	1	60
1007	coconut shell	0	35
1008	magical ice cubes	13	35
1009	vodka martini	2	65
1010	whiskey and soda	2	65
1011	monkey wrench	2	65
1012	tequila sunrise	2	65
1013	margarita	2	65
1014	strawberry wine	2	65
1015	wine spritzer	2	65
1016	perpendicular hula	2	115
1017	ducha de oro	2	115
1018	calle de miel	2	115
1019	dry vodka martini	2	90
1020	old-fashioned	2	90
1021	tequila with training wheels	2	90
1022	sangria	2	90
1023	vesper	2	-1
1024	bodyslam	2	-1
1025	sangria del diablo	2	-1
1026	Valentine	0	250
1027	whip kit	0	50
1028	buckler buckle	0	50
1029	hippo whip	12	145
1030	penguin whip	12	144
1031	yak whip	12	141
1032	gnauga hide whip	12	120
1033	gnauga hide	0	60
1034	hippo skin buckler	13	144
1035	penguin skin buckler	13	142
1036	yak skin buckler	13	142
1037	gnauga hide buckler	13	140
1038	maraschino moxiosity potion	4	38
1039
1040	lucky Tam O'Shanter	7	-1
1041	green beer	2	100
1042	string of red beads	8	75
1043	string of blue beads	8	75
1044	string of green beads	8	75
1045	cheap plastic bottle opener	12	50
1046	orange traffic cone	9	-100
1047	N. O. Beer	0	-1
1048	red striped oyster egg	3	50
1049	red polka-dot oyster egg	3	50
1050	red paisley oyster egg	3	50
1051	red plastic oyster egg	0	50
1052	blue striped oyster egg	3	50
1053	blue polka-dot oyster egg	3	50
1054	blue paisley oyster egg	3	50
1055	blue plastic oyster egg	0	50
1056	puce striped oyster egg	3	50
1057	puce polka-dot oyster egg	3	50
1058	puce paisley oyster egg	3	50
1059	puce plastic oyster egg	0	50
1060	mauve striped oyster egg	3	50
1061	mauve polka-dot oyster egg	3	50
1062	mauve paisley oyster egg	3	50
1063	mauve plastic oyster egg	0	50
1064	lavender striped oyster egg	3	50
1065	lavender polka-dot oyster egg	3	50
1066	lavender paisley oyster egg	3	50
1067	lavender plastic oyster egg	0	50
1068	black striped oyster egg	3	50
1069	black polka-dot oyster egg	3	50
1070	black paisley oyster egg	3	50
1071	black plastic oyster egg	0	50
1072	off-white striped oyster egg	3	50
1073	off-white polka-dot oyster egg	3	50
1074	off-white paisley oyster egg	3	50
1075	off-white plastic oyster egg	0	50
1076	yellow striped oyster egg	3	50
1077	yellow polka-dot oyster egg	3	50
1078	yellow paisley oyster egg	3	50
1079	yellow plastic oyster egg	0	50
1080	oyster basket	13	150
1081	emo roe	5	-1
1082	gazing shoes	7	70
1083	personal raindrop	5	-1
1084	rainbow tie	7	70
1085	clockwork widget	0	30
1086	clockwork thingamajig	0	30
1087	clockwork doohickey	0	30
1088	clockwork clockwise dome	0	50
1089	clockwork spine	0	50
1090	clockwork rings	0	50
1091	clockwork claws	0	50
1092	clockwork sheet	0	50
1093	clockwork counterclockwise dome	0	50
1094	clockwork sphere	0	50
1095	deactivated MicroMechaMech	5	200
1096	clockwork endoskeleton	0	200
1097	clockwork hat	9	200
1098	clockwork trench coat	11	200
1099	clockwork pants	10	200
1100	gnauga hide chaps	10	120
1101	false eyelashes	7	75
1102	targeting chip	7	75
1103	unwound clockwork grapefruit	5	220
1104	tiny mountie hat	7	75
1105	clockwork bartender head	0	245
1106	clockwork chef head	0	220
1107	clockwork maid head	0	225
1108	clockwork detective skull	13	195
1109	clockwork bartender-head-in-the-box	0	255
1110	clockwork chef-head-in-the-box	0	225
1111	clockwork bartender-in-the-box	3	710
1112	clockwork chef-in-the-box	3	710
1113	clockwork maid	3	350
1114	tisket	0	70
1115	tasket	0	70
1116	annoying pitchfork	7	75
1117	Stupid University Diploma	0	0
1118	pregnant flaming mushroom	5	0
1119	pregnant frozen mushroom	5	0
1120	pregnant stinky mushroom	5	0
1121	inexplicably glowing rock	0	0
1122	spooky fairy gravy	0	0
1123	halfberd	12	35
1124	small leather glove	0	75
1125	spooky glove	8	0
1126	enchanted toothpick	8	95
1127	tiny ninja sword	12	25
1128	teeny-tiny ninja stars	0	30
1129	sequined fez	9	-1
1130	blank white card	0	-1
1131	beet	0	-1
1132	Totally Gay Claymore	12	169
1133	star shirt	11	170
1134	spooky cosmetics bag	3	50
1135	spooky eyeliner	3	50
1136	spooky lipstick	3	50
1137	spooky bicycle chain	12	95
1138	mushroom fermenting solution	0	30
1139	flaming mushroom wine	2	30
1140	icy mushroom wine	2	30
1141	stinky mushroom wine	2	30
1142	pointy mushroom wine	2	30
1143	flat mushroom wine	2	30
1144	cool mushroom wine	2	30
1145	knob mushroom wine	2	30
1146	knoll mushroom wine	2	30
1147	spooky mushroom wine	2	30
1148	shot of flower schnapps	2	120
1149	flower petal pie	1	45
1150	bottle of single-barrel whiskey	2	-1
1151	giant discarded plastic fork	12	205
1152	miniature gravy-covered maypole	7	-1
1153	Retenez L'Herbe Pat&eacute;	1	-1
1154	Breathetastic&trade; Premium Canned Air	4	-1
1155	Letter from King Ralph XI	3	0
1156
1157	wholeberd	12	95
1158	Meleegra&trade; pills	4	50
1159	mariachi G-string	0	40
1160	irate sombrero	9	55
1161	pile of candy	4	50
1162	handsomeness potion	4	50
1163	marzipan skull	4	40
1164	poultrygeist	0	50
1165	hovering sombrero	5	100
1166	tiny maracas	7	70
1167	plain brown wrapper	3	0
1168	less-than-three-shaped box	3	0
1169	exactly-three-shaped box	3	0
1170	chocolate box	3	0
1171	miniature coffin	3	0
1172	solid asbestos box	3	0
1173	solid linoleum box	3	0
1174	solid chrome box	3	0
1175	cryptic puzzle box	3	0
1176	refrigerated biohazard container	3	0
1177	magnetic field	3	0
1178	potted cactus	0	25
1179	daisy	0	50
1180	potted fern	0	100
1181	tulip	0	250
1182	Venus flytrap	0	500
1183	all-purpose flower	0	1000
1184	exotic orchid	0	2500
1185	long-stemmed rose	0	5000
1186	gilded lily	0	10000
1187	deadly nightshade	0	25000
1188	black lotus	0	50000
1189	stuffed can of asparagus	13	25
1190	stuffed dodecapede	13	50
1191	stuffed ghuol whelp	13	100
1192	stuffed zmobie	13	250
1193	Raggedy Hippy doll	13	500
1194	stuffed stab bat	13	1000
1195	apathetic lizardman doll	0	2500
1196	stuffed yeti	13	5000
1197	stuffed Mob Penguin	13	10000
1198	stuffed sabre-toothed lime	13	25000
1199	giant stuffed bugbear	13	50000
1200	mugcake	1	25
1201	urinal cake	1	50
1202	Happy Birthday, Claude! cake	1	100
1203	personalized birthday cake	1	250
1204	three-tiered wedding cake	1	500
1205	babycakes	1	1000
1206	blue velvet cake	1	2500
1207	congratulatory cake	1	5000
1208	angel-food cake	1	10000
1209	devil's-food cake	1	25000
1210	birthday party jellybean cheesecake	1	50000
1211	white balloon	13	25
1212	green balloon	13	50
1213	heart-shaped balloon	13	100
1214	anniversary balloon	13	250
1215	Mylar balloon	13	500
1216	Kevlar balloon	13	1000
1217	thought balloon	13	2500
1218	rat head balloon	7	5000
1219	mini-zeppelin	13	10000
1220	Mr. Balloon	13	25000
1221	red balloon	13	50000
1222	Mr. Eh?	8	-1
1223
1224	stainless steel shillelagh	12	0
1225	stainless steel skullcap	9	0
1226	stainless steel solitaire	8	0
1227	stainless steel scarf	8	0
1228	stainless steel slacks	10	0
1229	stainless steel suspenders	8	0
1230	plexiglass pike pike	12	0
1231	plexiglass pith helmet	9	0
1232	plexiglass pocketwatch	8	0
1233	plexiglass pinky ring	8	0
1234	plexiglass pants	10	0
1235	plexiglass pendant	8	0
1236	hockey stick of furious angry rage	8	-1
1237	tapped black lotus	0	50000
1238	flaming glowsticks	7	70
1239	iced-out bling	7	70
1240	limburger biker boots	7	70
1241	miniature carton of clove cigarettes	7	-1
1242	deflated inflatable dodecapede	5	-1
1243	toy six-seater hovercraft	7	70
1244	Glass Balls of the Goblin King	13	0
1245	Cape of the Goblin King	8	0
1246	rib of the Bonerdagon	12	0
1247	vertebra of the Bonerdagon	0	0
1248	Bonerdagon necklace	8	0
1249	Boss Bat britches	10	0
1250	Boss Bat bling	8	0
1251	Knob shroomkabob	1	30
1252	spooky shroomkabob	1	30
1253	jumping beans	0	23
1254	jumping bean burrito	1	50
1255	spicy jumping bean burrito	1	60
1256	insanely spicy jumping bean burrito	1	90
1257	rat scrapple	1	40
1258	pail of pretentious paint	0	0
1259	yellow traffic cone	9	-100
1260	wax lips	7	-1
1261	Hatorade	4	250
1262	off-hand balloon	13	50
1263	pygmy bugbear shaman	5	-1
1264	tiny nose-bone fetish	7	75
1265	box of sunshine	3	0
1266	gloomy black mushroom	0	-150
1267	dead mimic	3	0
1268	pine wand	6	0
1269	ebony wand	6	0
1270	hexagonal wand	6	0
1271	aluminum wand	6	0
1272	marble wand	6	0
1273	magic lamp	13	25
1274	Medicinal Herb's medicinal herbs	3	-50
1275	basic meat skirt	10	140
1276	Otorian Battle Scar	0	-1
1277	basic meat kilt	10	140
1278	sticky meat skirt	10	145
1279	sticky meat kilt	10	145
1280	penguinskin mini-skirt	10	140
1281	penguinskin mini-kilt	10	140
1282	yakskin skirt	10	142
1283	yakskin kilt	10	142
1284	hippopotamus skirt	10	141
1285	hippopotamus kilt	10	141
1286	furry skirt	10	165
1287	furry kilt	10	165
1288	gnauga hide skirt	10	120
1289	gnauga hide kilt	10	120
1290	cheap wind-up clock	4	100
1291	Jekyllin hide belt	8	-1
1292	skirt / kilt kit	0	50
1293	ring of adornment	8	90
1294	ring of increase damage	8	90
1295	ring of gain strength	8	90
1296	ring of cold resistance	8	90
1297	ring of fire resistance	8	90
1298	ring of conflict	8	90
1299	pirate hook	13	0
1300	monster bait	8	50
1301	deodorant	4	65
1302	reodorant	4	65
1303	Mjolnir Jr.	12	0
1304	doppelshifter egg	5	-1
1305	tiny makeup kit	7	75
1306	red traffic cone	9	-100
1307	calm attention-deficit demon	5	-1
1308	unwound cymbal-playing monkey	5	-1
1309	attention spanner	7	75
1310	funky brass fez	7	75
1311	comfy blanket	0	-1
1312	Baron Von Ratsworth's monocle	8	0
1313	Baron Von Ratsworth's money clip	8	0
1314	Baron Von Ratsworth's tophat	9	0
1315	rose-colored glasses	8	0
1316	facsimile dictionary	0	21337
1317	blood flower	0	75
1318	lovecat tail	0	50
1319	plastic passion fruit	0	25
1320	questionable taco	1	25
1321	Doc's Miracle Cure	3	50
1322	petrified time	0	-1
1323	time helmet	9	-1
1324	time trousers	10	-1
1325	time sword	12	-1
1326	Dyspepsi-Cola helmet	9	35
1327	Cloaca-Cola shield	13	35
1328	Cloaca-Cola fatigues	10	35
1329	Dyspepsi-Cola shield	13	35
1330	Dyspepsi-Cola fatigues	10	35
1331	Cloaca-Cola helmet	9	35
1332	Cloaca-Cola knapsack	3	200
1333	Dyspepsi-Cola knapsack	3	200
1334	Cloaca-Cola	4	52
1335	Dyspepsi grenade	0	150
1336	Cloaca grenade	0	150
1337
1338	Dyspepsi-Cola d-rations	3	132
1339	Cloaca-Cola c-rations	3	132
1340	Cloaca-Cola-issue combat knife	12	35
1341	Dyspepsi-Cola-issue canteen	8	35
1342	picture of a dead guy's girlfriend	3	35
1343	zombie pineal gland	0	-1
1344	Gummi-Gnauga	4	-1
1345	Now and Earlier	4	-1
1346	Sugar Cog	4	-1
1347	loaded serum blowgun	0	-1
1348	empty blowgun	0	-1
1349	miniscule temporal rip	5	-1
1350	1.21 jigawatts	7	75
1351	giant pinky ring	8	100
1352	redrum	2	35
1353	ninja pirate zombie robot	5	0
1354	pile of shiny pebbles	0	0
1355	bowl of oriole's nest soup	1	0
1356	bunny liver	0	0
1357	Mt. Noob Pale Ale	2	0
1358	pirate zombie head	0	360
1359	ninja pirate zombie robot head	0	360
1360	pirate zombie robot head	0	360
1361	disembodied smile	8	20
1362
1363	clockwork pirate skull	0	230
1364	rhesus monkey	7	75
1365	tofurkey leg	1	50
1366	tofurkey gravy	1	20
1367	herbal stuffing	1	30
1368	can-shaped gelatinous cranberry sauce	1	40
1369	candied yams	1	50
1370	rhinestone cowboy shirt	11	105
1371	gingham blouse	11	105
1372	souvenir ski t-shirt	11	105
1373	sweet nutcracker	5	-1
1374	metal mandible	7	75
1375	tiny plastic Crimbo wreath	8	30
1376	tiny plastic Uncle Crimbo	8	30
1377	tiny plastic Crimbo elf	8	30
1378	tiny plastic sweet nutcracker	8	30
1379	tiny plastic Crimbo reindeer	8	30
1380
1381	aspirin	3	-1
1382	fancy chocolate	3	-1
1383	length of string	0	13
1384	googly eye	0	14
1385	stuffing	0	15
1386	felt	0	16
1387	wooden block	0	17
1388	toy wheel	0	18
1389	yo-yo	3	31
1390	top	0	35
1391	ball	0	31
1392	kite	0	29
1393	pet rock	5	31
1394	stuffed doppelshifter	0	29
1395	teddy bear	5	120
1396	duck-on-a-string	12	111
1397	toy soldier	0	79
1398	doll house	3	116
1399	toy train	8	185
1400	marionette	13	88
1401	sock monkey	13	89
1402	rag doll	13	106
1403	can of fake snow	12	-1
1404	colored-light "necklace"	8	-1
1405	tree skirt	10	-1
1406	wreath-shaped Crimbo cookie	1	50
1407	bell-shaped Crimbo cookie	1	50
1408	tree-shaped Crimbo cookie	1	50
1409	Unionize The Elves sign	12	0
1410	sleeping snowy owl	5	-1
1411	tome of snowcone summoning	3	-1
1412	purple snowcone	3	30
1413	green snowcone	3	30
1414	orange snowcone	3	30
1415	red snowcone	3	30
1416	blue snowcone	3	30
1417	black snowcone	3	30
1418	Pretty Predator Clawicure Kit	7	75
1419	teddy bear sewing kit	7	75
1420	green traffic cone	9	-100
1421	Scandalously Skimpy Bikini	8	0
1422	Sombrero De Vida	9	0
1423	iceberglet	0	-1
1424	ice sickle	12	-1
1425	ice baby	13	-1
1426	ice pick	9	-1
1427	ice skates	8	-1
1428	grue egg omelette	1	0
1429	roll of drink tickets	4	90
1430	pregnant gloomy black mushroom	5	0
1431	pregnant oily golden mushroom	5	0
1432	oily golden mushroom	0	-150
1433	fruit bowl	4	200
1434	fruit basket	4	400
1435	hot pink lipstick	7	-1
1436	hot stuffing	0	100
1437
1438
1439
1440
1441
1442
1443
1444
1445
1446
1447
1448
1449
1450
1451
1452
1453
1454
1455
1456	double daisy	0	10000
1457	miniature stuffed Goth Giant	13	10000
1458	Valentine's Day cake	1	10000
1459	arrow'd heart balloon	13	10000
1460	black velvet box	3	0
1461	squashed frog	0	5
1462	eye of newt	0	5
1463	salamander spleen	0	5
1464	sleazy fairy gravy	0	69
1465	suede shortsword	12	40
1466	bamboo bokuto	12	100
1467	25-meat staff	12	70
1468	two-handed depthsword	12	120
1469	bill bec-de-bardiche glaive-guisarme	12	150
1470	lead yo-yo	12	80
1471	slightly peevedbow	12	60
1472	sack of doorknobs	12	110
1473	lucky ball-and-chain	12	130
1474	automatic catapult	12	150
1475	pentacorn hat	9	40
1476	goofily-plumed helmet	9	70
1477	yellow plastic hard hat	9	90
1478	wooden salad bowl	9	120
1479	football helmet	9	150
1480	chain-mail monokini	10	30
1481	junk-mail pants	10	50
1482	paper-plate-mail pants	10	80
1483	troutpiece	10	110
1484	alpha-mail pants	10	140
1485
1486
1487
1488	March hat	5	-1
1489	miniature dormouse	7	75
1490	chopsticks	12	80
1491	rice bowl	13	110
1492	ninja mop	12	112
1493	ridiculously overelaborate ninja weapon	12	120
1494	sugar-coated pine cone	4	10
1495	blue traffic cone	9	-100
1496	gloomy mushroom wine	2	90
1497	oily mushroom wine	2	90
1498	McPhee's Grimoire of Hilarious Object Summoning	3	-1
1499	whoopie cushion	0	5
1500	fake fake vomit	0	5
1501	explosion-flavored chewing gum	0	5
1502	clown hammer	12	5
1503	rubber emo roe	0	5
1504	yellow snowcone	3	5
1505	magical ice cube with a fly in it	0	5
1506	calle de miel with a fly in it	0	5
1507	rockin' wagon with a fly in it	0	5
1508	perpendicular hula with a fly in it	0	5
1509	slap and tickle with a fly in it	0	5
1510	bag of airline peanuts	0	5
1511	fake hand	13	5
1512	Knob Goblin pet-buffing spray	4	125
1513	Knob Goblin learning pill	4	150
1514	Knob Goblin eyedrops	4	100
1515	Knob Goblin nasal spray	4	75
1516	KWE-brand transistor radio	3	0
1517
1518	vampire heart	0	0
1519	Talisman of Bakula	8	-1
1520	Radio KoL Coffee Mug	0	-1
1521	Frank Gorshin trophy	0	0
1522	Radio Free Jersey	11	0
1523	bottle of used blood	4	0
1524	wind-up chattering teeth	5	5
1525	joybuzzer	13	5
1526	pet rock "Snooty" disguise	7	5
1527	diamond-studded fronts	7	75
1528	portable corkscrew	12	50
1529	St. Sneaky Pete's Day goodies basket	3	-1
1530	fake plastic grass	0	-1
1531	grass skirt	10	-1
1532	grass hat	9	-1
1533	grass blade	12	-1
1534
1535
1536	homeless hobo spirit	5	-1
1537	weegee sqouija	7	75
1538	sparkly engagement ring	8	0
1539	lucky Tam O'Shatner	7	-1
1540
1541
1542
1543
1544
1545
1546
1547	Codex of Capsaicin Conjuration	13	2000
1548	Gazpacho's Glacial Grimoire	13	2000
1549
1550	second-hand knockoff engagement ring	8	0
1551	bottle of Domesticated Turkey	2	70
1552	bottle of Definit	2	70
1553	bottle of Calcutta Emerald	2	70
1554	bottle of Lieutenant Freeman	2	70
1555	bottle of Jorge Sinsonte	2	70
1556	boxed champagne	2	70
1557	kumquat	1	70
1558	tangerine	1	70
1559	tonic water	14	70
1560	cocktail onion	1	70
1561	raspberry	1	70
1562	kiwi	1	70
1563	whiskey bittersweet	2	130
1564	mimosette	2	130
1565	tequila sunset	2	130
1566	zmobie	2	130
1567	gin and tonic	2	130
1568	vodka and tonic	2	130
1569	vodka gibson	2	130
1570	gibson	2	130
1571	parisian cathouse	2	130
1572	rabbit punch	2	130
1573	caipifruta	2	130
1574	teqiwila	2	130
1575	Divine	2	160
1576	Gordon Bennet	2	160
1577	tangarita	2	160
1578	mandarina colada	2	160
1579	gimlet	2	160
1580	yellow brick road	2	160
1581	vodka stratocaster	2	160
1582	neuromancer	2	160
1583	prussian cathouse	2	160
1584	Mae West	2	160
1585	Mon Tiki	2	160
1586	teqiwila slammer	2	160
1587
1588
1589
1590
1591
1592
1593
1594
1595
1596
1597	Junior LAAAAME merit badge	8	-1
1598	Senior LAAAAME merit badge	8	-1
1599	jazz soap	3	5
1600	tangarita with a fly in it	0	130
1601	mandarina colada with a fly in it	0	130
1602	prussian cathouse with a fly in it	0	130
1603	Mae West with a fly in it	0	130
1604	astronaut ice-cream	3	0
1605	
1606	
1607	
1608	
1609	
1610	
1611	
1612	
1613	coffin lid	13	55
1614	white satin shield	13	85
1615	
1616	
1617	
1618	
1619	munchies pill	3	50
1620	homeopathic healing powder	3	50
1621	astral badger	5	-1
1622	astral mushroom	3	-1
1623	badger badge	7	75
1624	blue-frosted astral cupcake	3	30
1625	green-frosted astral cupcake	3	30
1626	orange-frosted astral cupcake	3	30
1627	purple-frosted astral cupcake	3	30
1628	pink-frosted astral cupcake	3	30
1629	raspberry beret	9	80
1630	pixel shield	13	55
1631	beer cartilage	4	25
