4
# effect id	name	image	descid	quality	attributes	default action
489	Inscrutable exoskeleton	drone5.gif	c281cb24d6830c8c01ecf4b8d28adff6	good	none	use 1 glowing El Vibrato drone
490	Heavily Breathing	poolduck.gif	6871f3ff1a73bac71198e69ff813a4fe	good	none	# swimming with inflatable duck
491	Marco Polarity	poolwings.gif	41324219854e4f2f933dcab7b4ec9f33	good	none	# swimming with water wings
492	Full-Body Tan	poolnoodle.gif	9e9e34acd26db8edf192802379003b58	good	none	# swimming with foam noodle
493	Feet of Watermelon	watermelon.gif	45f268386d3756bb92544461749218a9	good	none	# flavored foot massage oil
494	Feet of Grapefruit	grapefruit.gif	55f1e24b47a0245cefb1567f9b0d0dc7	good	none	# flavored foot massage oil
495	Feet of Strawberry	sberry.gif	4d6f74f401bfbfa64d642dcc9d926856	good	nohookah	# flavored foot massage oil
496	Less Vincible	blacklight.gif	6dfbce143dbccccf5403bbd58be86326	good	nohookah	# resting with black-and-blue light
497	In Tuna	lamprey.gif	af8e953e80a6eed6910a7836f1cb65d6	good	none	# resting with Loudmouth Larry Lamprey
498	Nerf'd	nerfdart.gif	ac71a37dd7aa84f5c0ea96a0ec07d7bf	neutral	none	# foam dart
499	Stuck-Up Hair	stuckuphair.gif	59810e3f174754ba0a344c28cbb736a4	good	none	cargo effect Stuck-Up Hair|# resting with blue plasma ball
500	O Hai!	catears.gif	3d8c2b6d2b47fa3962caf10750f15dc6	neutral	none	# wearing metallic foil cat ears
501	Healthy Bronze Glow	reallytan.gif	e6d7b93edd98804b79cbee1a183cd10b	good	none	# Hobo Marketplace tanning salon
502	Chalky White Pallor	paleface.gif	6ece19d0feb0b1e19dd71c8291ae5355	good	none	# Hobo Marketplace tanning salon
503	Trepandation	hole.gif	351388e013020a8a6903b73814fec155	good	nohookah	# Hobo Marketplace
504	Educated (Kinda)	mortarboard.gif	93e8854157c14c46a1b27daa27f1350e	good	none	# Hobo Marketplace horror movie
505	Educated (Sorta)	mortarboard.gif	8fe585ee3e637b86651ead4dad5c446d	good	none	# Hobo Marketplace ...other movie
506	It Didn't Kill You	barbell.gif	31c3f8589619686bc3b0dd16f5094dd8	good	none	# Hobo Marketplace weightlifting
507	The Sweats	stench.gif	589d1f03440b93d85f80fe6b3b4653d1	good	none	# Hobo Marketplace sauna
508	Hooked Up	jigawatts.gif	4b571247a84c748457f1542e7869d413	neutral	none	# Hobo Marketplace
509	Form of...Cockroach!	cockroach.gif	459de8ac00071b081dd20a98aee7f607	neutral	nopvp	gong roach
510	Shape of...Mole!	mole.gif	aa5dbfa1d618e2f5b0e863cca3d03f1f	neutral	nopvp	gong mole
511	Form of...Bird!	wings.gif	01d6a588ff3e955170d2a9d6e74cec81	neutral	nopvp	gong bird
512	Cravin' for a Ravin'	glowstick.gif	f6ddd199f57ddb8c6c74e4595c96c6d1	good	none	#adv in Mt. Molehill
513	Arcane in the Brain	omphalo.gif	31f972b82e758a2cd28d0270070d5bcb	good	none	#adv in Mt. Molehill
514	Weather, Man	stormcloud.gif	f3a57418f275cfaaa0bc69b24eb3dd61	good	none	use 1 Climate Colada
515	Bureaucratized	documents.gif	f3082aab058258f4c69f38b1336c93f8	good	none	#adv in Mt. Molehill
516	Liquid Courage	raindrop.gif	f5ed76217a884b3c52c05e6c4484f855	good	none	#adv in Mt. Molehill
517	Extra Terrestrial	bigrock.gif	4f44d9eb8922fc512a4b10480e278323	good	none	cargo effect Extra Terrestrial|#adv in Mt. Molehill
518	Digitally Converted	10101.gif	a5ce881631fcf7c7d0978b06c4999db8	neutral	none	use 1 digital underground potion
519	Radiant Personality	light.gif	be2f929df46d63924049628a0efcb854	good	none	gong roach moxie
520	Alchemical, Brother	potion2.gif	1dc8613ec51512efb78de20709bb88c0	good	none	gong roach mysticality
521	Ack!  Barred!	bars.gif	ce21463be85ec37958385d67bdc71f52	good	none	gong roach muscle
522	New, Improved	exclam.gif	0e37dd043a3b0b8d82b20dc0dc5899e2	good	nohookah	gong roach allstats
523	Extra Sensory Perception	eyes.gif	2cca34cf2648600f341dc5e449af1aa4	good	nohookah	gong roach itemdrop
524	Unpopular	sad.gif	70a42e022a0fe19477d8b1adeed519b5	neutral	none	gong roach ML
525	Phoenix, Right?	fire.gif	4ccff5c09faa470c287093ff46eac1fd	good	none	chew 1 glimmering phoenix feather
526	Antarctic Memories	stuffpen.gif	3a2019c428e67db659941f725b51a88a	good	none	chew 1 glimmering penguin feather
527	Carrion' On	bonepile.gif	447b7c96f0e5c93fb9a64f92850f0b3e	good	none	chew 1 glimmering buzzard feather
528	Melancholy Burden	blackbird1.gif	99d1d6de637d4289842cba0ffc2aec19	good	none	chew 1 glimmering raven feather
529	The Great Tit's Blessing	wink.gif	429a69b3cdc061390828454dd06b6825	neutral	none	chew 1 glimmering great tit feather
530	The Ballad of Richie Thingfinder	richie.gif	ff0e9ff0189cea375f60b5860463518d	good	song	cast 1 The Ballad of Richie Thingfinder|use 1 recording of The Ballad of Richie Thingfinder
531	Benetton's Medley of Diversity	medley.gif	c8d08f07fdafe4308601d97322ca69dd	good	song	cast 1 Benetton's Medley of Diversity|use 1 recording of Benetton's Medley of Diversity
532	Elron's Explosive Etude	etude.gif	26318ef7c75a6bf1fa80584e2e8941b3	good	song	cast 1 Elron's Explosive Etude|use 1 recording of Elron's Explosive Etude
533	Chorale of Companionship	chorale.gif	e9227c476b197f54d5fe6be5e52995b5	good	song	cast 1 Chorale of Companionship|use 1 recording of Chorale of Companionship
534	Prelude of Precision	prelude.gif	3f442b411c8d73c4116db7b89669b852	good	song	cast 1 Prelude of Precision|use 1 recording of Prelude of Precision
535	Deadly Lampblade	blacksword.gif	32cfd91b38e4cfd44a05d368aec7cf48	good	song	use 1 deadly lampshade
536	Drenched With Filth	blooddrops.gif	0bae503909ac0e2a21763466adf33d29	good	none	use 1 concentrated garbage juice
537	Hobonic	hobohead.gif	1a4b9db2f98937c155609f54c14cdf7c	good	none	# resting in Hobo Fortress
538	Crotchety, Pining	pineneedles.gif	a03720e54550e5757e0e8107c6f842bc	good	none	use 1 handful of Crotchety Pine needles|cargo effect Crotchety, Pining
539	Barking Mad	bark2.gif	791ca1dd8ab96e6f5b302f91bd29ce4a	good	none	use 1 handful of Laughing Willow bark|cargo effect Barking Mad
540	Artificially Sweet	salsaball.gif	14ada94dafeb23efe1b204d9e7772158	good	none	use 1 lump of Saccharine Maple sap|cargo effect Artificially Sweet
541	Rainbow Bright	prismwad.gif	68a5038ad5d6fefba6982173b7e84d57	good	none	chew 1 prismatic wad
542	Fire Down Below	hob-o.gif	7341e7eeeb1d5bd12e5a84b3081dc60a	good	none	use 1 sterno-flavored Hob-O|cargo effect Fire Down Below
543	Tundra Mouth	hob-o.gif	21e3a840b108a4f0c558aef1ba5471f7	good	none	use 1 frostbite-flavored Hob-O|cargo effect Tundra Mouth
544	Cholestoriffic	hob-o.gif	13f479e8387e527aaeb7d95f087d6dfd	good	none	use 1 fry-oil-flavored Hob-O|cargo effect Cholestoriffic
545	Refuse Reflux	hob-o.gif	3d5c6b7bd5ab7dc8dc4efc85f8d20548	good	none	use 1 garbage-juice-flavored Hob-O|cargo effect Refuse Reflux
546	Scariberi	hob-o.gif	20d098090ca8f63f8243f081d3e085e6	good	none	use 1 strawberry-flavored Hob-O|cargo effect Scariberi
547	Less Pervious	wallshield.gif	657b63025b771054cdceeb9f427e605f	good	none	use 1 STYX deodorant body spray
548	Haiku State of Mind	575.gif	664ce35d26fbd678641624e892feb31d	neutral	none	# using The 17 Cuts combat skill
549	Fishy	fish.gif	17c22c50b2943cf6162d2c001e01cad3	good	none	skate lutz
550	Cranberry Cordiality	cran.gif	f3f908946ea0a80e40d92e7db920e77d	good	none	use 1 cranberry cordial
551	Blackberry Politeness	blackberry.gif	192d4ba46ffe2402b2ff321bafa2db43	good	none	use 1 blackberry polite
552	The Halls of Muscularity	candy.gif	6353bc586daa8659628f66fb772dd8ea	good	none	use 1 plum lozenge|cargo effect The Halls of Muscularity
553	The Halls of Mysticality	candy.gif	445ce68a580764aee2290ed14feac1ba	good	none	use 1 pear lozenge|cargo effect The Halls of Mysticality
554	The Halls of Moxiousness	candy.gif	5ae8ae820ae42b7ef7fc66d9db0aa403	good	none	use 1 peach lozenge|cargo effect The Halls of Moxiousness
555	Glittering Eyelashes	eyelashes.gif	fc50db33358ccef36aae08cc54387702	good	none	use 5 glittery mascara
556	Warm Belly	stomach.gif	78f695c8688a47aa520f24f0108ff573	good	none	drink 1 bottle of Pete's Sake
557	Fishbreath	breath.gif	ddc1e7f70dcc1442f42c5720c9196c12	good	nohookah	use 1 bazookafish bubble gum
558	Salty Dogs	feet.gif	10d0d4b9af1a2982ced17d627f2b3e43	good	none	use 1 sea salt crystal
559	Chain Chain Chains	cuffs.gif	dcf808768ab660d05b9b6a8f4e8e13f4	good	none	use 1 Everlasting Deckswabber
560	It's Electric!	electric.gif	769be7a70eab7e99640316f78c7d7c33	good	none	use 1 eel battery|cargo effect It's Electric!
561	Crocodile Tear	raindrop.gif	1244fd2f71f838ce95600e79cec2177c	good	none	use 1 temporary teardrop tattoo
562	Swimming with Sharks	sharkfin.gif	a56c246742def1df7013e3941f14a3f0	good	none	use 1 shark cartilage
563	Brined Liver	liver.gif	171f81071d987397e6aae6867f6d0314	good	nohookah	drink 1 salinated mint julep
564	Down With Chow	tempura2.gif	9543bd48d5cc121188fd937512b82bfb	good	none	eat 1 tempura broccoli
565	Low on the Hog	meat.gif	7e8174fcddbf31f4aabc5511eb9064fa	good	none	eat 1 tempura cauliflower
566
567
568
569
570
571
572
573
574	Festive Radiation	radiation.gif	e5a8d675772cc484709f8905c98cad3c	good	nohookah	# oozenog, gingerbread mutant bugbear, or irradiated candy cane
575	Sweet and Yellow	sugarbanana.gif	942780e5b1c9e30d3ec506b2835f8951	good	none	use 1 sugar banana
576	Sweet and Green	sugarlime.gif	4b1ee51d04f250ffe112377e889e0059	good	none	use 1 sugar lime
577	Sweet and Red	sugarcherry.gif	8d6bb82952a477356a26c91b5642a51d	good	none	use 1 sugar cherry
578	Juiced Up	hoppedup.gif	7f080adc95268a99697772779bd8b1ab	neutral	none	use 1 Mer-kin fastjuice
579	Greased-Up Familiar	balm.gif	0487080d0f3d6c9914d932035b9fd04a	good	none	use 1 sea grease
580	Yuletide Mutations	dna.gif	fc7d6c4da83c00b8d1237e45f985c050	good	none	use 1 unstable DNA
581	Amorphous Cheer	blobcookie.gif	c231efaf4c038ee84154112b4796e099	good	none	eat 1 blob-shaped Crimbo cookie
582	In Vino Vires	grapes.gif	f2406fa59f6076fa20ed17d6f45c177f	good	none	drink 1 canteen of wine
583	Yuletide Industry	limboswafer.gif	0d1f6ff4bf9945933408bc6f311b1f31	good	none	eat 1 elven <i>limbos</i> gingerbread
584	The Colors...	rrainbow.gif	53452a728619fde70e097526f7e560fe	bad	none	# fighting magic dragonfish
585	Jammin'	jamtoast.gif	ab3170899e6d22313b8507ceb499c7e3	good	none	eat 1 toast with jam
586	Drunk With Power	moon4.gif	b2a15cf693cf363a637c8af66666db63	good	none	drink 1 elven moonshine
587	Cruisin' for a Bruisin'	beatenup.gif	711efb04706e595abc96fdd2dba9e737	good	none	eat 1 knuckle sandwich
588	Crimbo Nostalgia	scook3.gif	be14674a5367afafdeb370c2d97889dc	good	none	#can of franks 'n' beans or bottle of peppermint schnapps
589	Quivering with Rage	angry.gif	c63a6e26c9843c2be0c8833be87a0fe9	bad	none	# cast Vent Rage Gland - 1/3 chance
590	Apoplectic with Rage	angry.gif	f3c81d0dd6a00f9a6460d678dccfc72a	bad	none	# cast Vent Rage Gland - 1/3 chance
591	Dizzy with Rage	angry.gif	7b330916f0ba1d13c23803b54ddb5776	bad	none	# cast Vent Rage Gland - 1/3 chance
592	Puissant Pressure	potion14.gif	7509692416f131a7b0e5ee5a6d3c3ca1	good	nohookah	use 1 pressurized potion of puissance
593	Perspicacious Pressure	potion10.gif	d67ba800f80120434424f4b2b1941d5f	good	nohookah	use 1 pressurized potion of perspicacity
594	Pulchritudinous Pressure	potion14.gif	fa7497adb007a9437432b2bd3a56e9d2	good	nohookah	use 1 pressurized potion of pulchritude
595	Perceptive Pressure	potion11.gif	eefc27b7fcdeceaa28554221aa54cfad	good	nohookah	use 1 pressurized potion of perception
596	Proficient Pressure	potion10.gif	b94f215c26d85a00fd7ff96c0176d81e	good	nohookah	use 1 pressurized potion of proficiency
597	A Little Bit Evil	skull.gif	3752badd13725a3e76aae40087a24509	neutral	none	use 1 seal eyeball
598	A Little Bit Evil	skull.gif	cb1df415b4274825c10c80a20cdfcfde	neutral	none	eat 1 turtle soup
599	A Little Bit Evil	skull.gif	244072381f75d26792bd945329b35b90	neutral	none	# any evil pasta
600	A Little Bit Evil	skull.gif	6450d9bde9246da079328b6344e6ea0c	neutral	none	# any evil potion
601	A Little Bit Evil	skull.gif	87edab42bf74d77afabd67fb3ceefc00	neutral	none	# any evil mixed drink
602	A Little Bit Evil	skull.gif	736bcf0d80c5fdc9bcd0624e00056922	neutral	none	use 1 evil vihuela
603	Snobby	record.gif	e2ba309cc4593ddeadda88b994368876	good	none	# critical hit with 7-inch discus
604	Smokin'	dough.gif	b2f50822673d00c4c1b77d3ec4b11752	good	none	use 1 cheap cigar butt|cargo effect Smokin'
605	Salty Mouth	breath.gif	e26513c9556b32693ef0055ff8ebe480	good	none	eat 1 packet of beer nuts
606	Broken Heart	heart.gif	6360c4c89624ebd89f453b7b3b668b59	good	nohookah	use 1 love song of vague ambiguity
607	Fiery Heart	heart.gif	c005e90ba553759d902ca966906fb4a7	good	nohookah	use 1 love song of smoldering passion
608	Cold Hearted	heart.gif	12c7b88cf8ccdd388e7e6983bec5397d	good	nohookah	use 1 love song of icy revenge
609	Sweet Heart	heart.gif	22802c16d2d88db8e1c0aa6594c34c06	good	nohookah	use 1 love song of sugary cuteness
610	Withered Heart	heart.gif	7721eaaa3f6b3dd257f38045cddc24ed	good	nohookah	use 1 love song of disturbing obsession
611	Lustful Heart	heart.gif	35a0e93898e18f500d1d0c7eec8e8ef1	good	nohookah	use 1 love song of naughty innuendo
612	Clumsy	sad.gif	63fa9abd19f2d77636e52d591b54f589	neutral	none	use 1 concoction of clumsiness|cargo effect Clumsy
613	Spectral	specjelly.gif	810bbc77f3ef220d9d77ed395b9cc70c	neutral	none	use either 1 spectral jelly, 1 ghost protocol
614	Donho's Bubbly Ballad	bubblyballad.gif	3337ba138b0e4d48f070bca9711139b5	good	song	cast 1 Donho's Bubbly Ballad|use 1 recording of Donho's Bubbly Ballad
615	Antihangover	martini.gif	eadafbbe6d035eb5a36408dfbb1c85cc	good	nohookah	use 1 hair of the fish
616
617	Old School Pompadour	pompadour.gif	aff568fdc12724deb962ebcb00e81fb9	good	none	use 1 jellyfish gel|cargo effect Old School Pompadour
618	Cotton Mouthed	ccskoshe.gif	55d866e506220cafdcf5f18f8aead1b9	good	none	use 1 wad of cotton
619	Colorfully Concealed	pieface.gif	140ef800c87baab4dc32a288f7c503e5	neutral	none	use 1 Mer-kin hidepaint
620	Emotion Sickness	goofballs.gif	cf2cb301c6f542b1fdc59b0a3e8ebed5	good	none	chew either 1 bottle of melodramamine, 1 bottle of extra-strength melodramamine
621	Biologically Shocked	dna.gif	f81d7473f0a24503c9ab73be50bbc664	good	none	use 1 glowing syringe
622	Corruption of Wretched Wally	blooddrops.gif	10c7e6bb2787019f4ac2815c0bfdf356	good	none	use 1 tainted seal's blood
623	Really Deep Breath	lung.gif	9b9dee30c980dce984ac9fe98836aaa8	good	none	use 1 hyperinflated seal lung
624	Scrappy, Shadowy	lmask.gif	989ff1379e0d7f1f8f3452770fd6e48e	good	none	use 1 scrap of shadow
625	Grulched	grulch.gif	912eba457b36763732a38a50f8299ba8	neutral	none	use 1 fustulent seal grulch
626	Billiards Belligerence	2ball.gif	0bc328cead1daf748aeee4b4d5d4545a	good	none	pool 1
627	Mental A-cue-ity	9ball.gif	1829f131d831dace601cd8b5c98263f3	good	none	pool 2
628	Hustlin'	8ball.gif	e0d75ad666dc7129cde81073d073baef	good	none	pool 3
629	Chalked Weapon	billiardschalk.gif	2300c913a0bcf689c92d64629df0abe1	good	none	use 1 cube of billiard chalk
630	Sizzling with Fury	angry.gif	849b3898a4f06be783b66570f515de50	good	none	use 1 sizzling seal fat
631	Cold Hard Skin	hskin.gif	23235e424a824750da885f9d1f624a28	good	none	use 1 frost-rimed seal hide
632	Lubed	sebashield.gif	084149535b6e6a9bc44030f94fe49f8f	good	none	use 1 seal lube
633	Coated in Slime	slimecovered.gif	15f23d1ef123679d49e02d67b43e5e81	neutral	noremove,hottub	# adv in Slime Tube
634	Oxygenated Blood	oxyblood.gif	7847689754dd113e2c566c7a786a66e5	good	none	use 1 ballast turtle
635	Memory of Strength	mem_str.gif	3ccea0fe19108dcb6cdb1d00f2737889	good	none	# using CA base pair in combat
636	Memory of Smarts	mem_mag.gif	87283d37db5eb8df54d3300b90e2f720	good	none	# using CG base pair in combat
637	Memory of Attractiveness	mem_mox.gif	30e1b787bf2be595b322a1ea31b4dd34	good	none	# using CT base pair in combat
638	Memory of Speed	mem_spd.gif	810541ab9f739508014e82cbed33b36c	good	none	# using AG base pair in combat
639	Memory of Aggressiveness	mem_agg.gif	f31645a713dd22c332a9ba90da9d60f1	neutral	none	# using AT base pair in combat
640	Memory of Resilience	mem_res.gif	226bdb08cd448b56097b87754a4c543d	good	none	# using GT base pair in combat
641	Grimace	hernia.gif	e4f1112898cf840ef868a6833fde9f69	neutral	none	eat 1 slimy sweetbreads
642	Bilious	angry.gif	abe97593a0f3b79395f10a45d782d6fd	neutral	none	drink 1 slimy fermented bile bladder
643	Slimebreath	breath.gif	02cbec5ae667b2b427d86363b7b7cc63	neutral	none	chew 1 slimy alveolus
644	Serenity	snowflakes.gif	f76cecbb61243d7dd7425fec99082980	good	none	# adv in Seaside Megalopolis
645	Phairly Pheromonal	stench.gif	6e0ad7f808c7e80f85b1920c7e94b3e2	good	none	# adv in Seaside Megalopolis
646	Nano-juiced	strboost.gif	21f5a7cc7499b3e93f8da7c8e7bb2746	good	none	# adv in Seaside Megalopolis
647	Dance Interpreter	dance1.gif	a696da11c9bbfe03bf186e0971b58941	good	none	# adv in Seaside Megalopolis
648	Meatwise	meat.gif	1d35d527ffeb6a8be406cd7878efed00	good	none	# adv in Seaside Megalopolis
649	In the Saucestream	saucestream.gif	e8501af209e0262f8655d40e273c5f47	good	none	# adv in Seaside Megalopolis
650	Stimulated Brain	realbrain.gif	1c0167101ac3939ac0bca1d271f07262	good	none	use 1 neurostim pill
651	Stimulated Body	swarmer.gif	b9c435f279d09dbe1719bd935cf85020	good	none	use 1 physiostim pill
652
653	Bitterskin	bitterskin.gif	d94d955ab2d6b053c25ca2e567b6bbfa	neutral	none	use 1 bitter pill
654	Mighty Shout	breath.gif	6526584640bf272feded10f8963ce523	good	none	# using Mighty Shout combat skill
655	Pasty	proteintube.gif	950efe4d4bc5f179cfa4b911e1764dab	good	none	eat 1 protein paste
656	Cake Caked	cupcakecup.gif	8b39e6f6fcd95bb55c7958863934af10	good	none	eat 1 cupcake-in-a-cup
657	Shamboozled	chamflute.gif	a59ae4860da9d7bed64bbf4b7f0fa7eb	good	none	drink 1 sham champagne
658	Pumped Stomach	stomach.gif	475fc219b93c4205c4b42e7e68b75994	good	none	use 1 tempura air
659	Pneumatic	airpotion.gif	b8c0560ec4b89793eeb5b78c6acba0f3	good	nohookah	use 1 pressurized potion of pneumaticity
660
661	Badger Underfoot	badgerface.gif	85753ce320682b7a71402f51df847d1f	good	none	# via using Bag o' Tricks
662	Weasels Underfoot	ferrets.gif	adfc2711ba70e48e892eaa317211e144	good	none	# via using Bag o' Tricks
663	Chihuahua Underfoot	chihuahua.gif	4c57e8de78fd8da06746b11888d30d6b	neutral	none	# via using Bag o' Tricks
664	5 Pounds Lighter	whitebal.gif	8bf7bb7334647886110cc3480261237b	good	none	use 1 floaty sand
665	Minty Freshness	candy.gif	0d84de72c25e87763ab03aaa393209e3	good	nohookah	use 1 dubious peppermint
666	A Contender	bgoas.gif	ae19be0f35bf4094898e6c2bd33cec59	good	none	eat 1 rocky road ice cream
667	Cuts Like a Lightly-Buttered Knife	bknife.gif	a6fb94a86856eec4079816d0f19f354e	good	none	use 1 Elvish delight
668	Slimed Stomach	stomach.gif	19a0dbd007a488433f15186b8c5784f2	good	none	use 1 Good 'n' Slimy
669	Chilblains of the Corn	candycorn.gif	5f20c6246d9367a07dcf7a6df4349864	good	none	use 1 children of the candy corn
670
671	Finstrong	sharkfin.gif	b5d70211928b246813b3180d445d4d4c	good	nohookah	skate comet
672	Busker Do	sanddollar.gif	c240d44cd36c02e344e8a9d7bdc354ea	neutral	none	skate band shell
673	Familial Ties	ties.gif	6b328c67b22420567accd3a9b6424ad8	good	none	skate eels
674	Swimming Head	loop.gif	8626f8671845ddcf2758099d159f4cbd	good	none	skate merry-go-round
675	Existential Torment	confused.gif	923a6a502a859e5b7946af1228f18764	neutral	none	summon 8
676	Spangled Star	tinystars.gif	c369319642dfc3e85b43bbd33a587069	neutral	none	use 1 groupie spangles
677	Inky Camouflage	blackface.gif	9d1bab97634b51545cd882c8aad3515a	neutral	none	use 1 vial of squid ink
678	Fishily Speeding	fish.gif	d5630a21f9a0eeb110616952fd5a3ce2	good	none	use 1 potion of fishy speed
679	Slimeform	slimeform.gif	17c1f6148164a952b47aca992d19788a	neutral	none	use 1 vial of slime: slimeform
680	Slimily Strong	slimemus1.gif	5830ffdb05ae738704fae8dd011fd6c4	good	none	use 1 vial of slime: strong
681	Slimily Sagacious	slimemag1.gif	db0054b25085fc227d2c1d47bd0d0b28	good	none	use 1 vial of slime: sagacious
682	Slimily Speedy	slimemox1.gif	fbc97b3af6cb263d9b9b167aa037047d	good	none	use 1 vial of slime: speedy
683	Bilious Brawn	slimemus2.gif	088ac5b93b9a5ebaef993d5c34f2b63e	good	none	use 1 vial of slime: brawn
684	Bilious Brains	slimemag2.gif	b2f1fe4ec7e423e882bdc67bf85d8a6f	good	none	use 1 vial of slime: brains
685	Bilious Briskness	slimemox2.gif	327d2d509f14652e6ac132b4e8106abd	good	none	use 1 vial of slime: briskness
686	Mucilaginous Muscle	slimemus3.gif	08ca45370dfd0c2d1a3f0712c2e4cec6	good	none	use 1 vial of slime: muscle
687	Mucilaginous Mentalism	slimemag3.gif	a927a68ba8f82283ab8066eac0f0f318	good	none	use 1 vial of slime: mentalism
688	Mucilaginous Moxiousness	slimemox3.gif	80ae9703b266dcee1ff08740a3b255df	good	none	use 1 vial of slime: moxiousness
689	Ichorous Intensity	slimecharge.gif	4d6c52fffc5bfddee764bdec0093f12c	good	none	use 1 vial of slime: intensity
690	Ichorous Eyesight	slimeeyes.gif	d835f8a2f8056b5aabb64e3d3b8a459e	good	none	use 1 vial of slime: eyesight
691	Sappy Blood	blooddrops.gif	be2d899982f60689acf64428f6ad7e29	good	none	use 1 spooky sap
692	Rave Concentration	discoball.gif	37ab27a56e15da57af8fbf4dc14f88da	good	none	# DB combo
693	Rave Nirvana	discoball.gif	7e52eb422eb2d74d0030dd61f4cd681b	good	none	# DB combo
694	Belch the Rainbow&trade;	rrainbow.gif	edd8a8dfb261f4a1f07e327c6e43ef0b	good	none	use 1 Piddles
695	Full of Wist	happy.gif	aaf1fc3bc50d02ec5c0bc6742f2a2100	good	none	use 1 BitterSweetTarts
696	Polka Face	accordion.gif	273149593cef0f682ac9ca7d2483d977	good	none	use 1 Polka Pop
697	Bruised Jaw	jawbruise.gif	f4959778ae2895efb4c53a2b82a7fe01	neutral	none	eat 1 jawbruiser|cargo effect Bruised Jaw
698	A Few Extra Pounds	bathroomscale.gif	210aca072eee884be7fe49b03f5098b6	good	none	cast 1 Holiday Weight Gain
699	Jingle Jangle Jingle	jinglebells.gif	a32acc4a5de83386ae3417140d09bf43	good	none	cast 1 Jingle Bells
700	Cringle's Curative Carol	curative.gif	943d3ca45c939d9bcd9a92ababb7db08	good	song	cast 1 Cringle's Curative Carol
701	Holiday Bliss	sleepy.gif	31b51f4b07633328937bae282d4baa5f	good	none	use 1 holly-flavored Hob-O
702	Sugar High	sugarmag.gif	268dcb9173beb3621445fd6931b5a07d	good	none	# elven suicide capsule - 1/3 chance
703	Sugar Smacks	sugarstr.gif	c78dc8f3ef4be37bcae07851eed778aa	good	none	# elven suicide capsule - 1/3 chance
704	Sugary Tongue	sugarmox.gif	648433091ffc2fff7213017c95bbae75	good	none	# elven suicide capsule - 1/3 chance
705	First Eye Blind	eyeout.gif	c72d704135c084eb394f42ebf2357f7b	bad	none	cargo effect First Eye Blind|# critical hit with Red Rover BB gun
706	Peppermint Bite	pepperbark.gif	f482ecd34cc9464a7adb58a4c6fa37df	good	none	use 1 Crimbo peppermint bark
707	Busy Bein' Delicious	fudge.gif	ec9debcc915fb7e165db0b4b59ea9fef	good	none	use 1 Crimbo fudge
708	Sweet, Nuts	pecan.gif	5ef598b1c3f3281266d542d4790448a4	good	none	use 1 Crimbo candied pecan
709	Iron Palms	palmtree.gif	1f53c39b96204181351b24031c0c8c62	neutral	none	cast 1 Iron Palm Technique
710	Curiosity of Br'er Tarrypin	turtle.gif	ff106696b8db85dd702434fed5f54274	good	none	cast 1 Curiosity of Br'er Tarrypin
711	Cold-Blooded Warm Fuzzies	grinturtle.gif	86cb8548c2b3619029106f8bf8717b1c	good	none	# TT Nemesis quest
712	Having a Ball!	plasticball.gif	b806c288732675bf60db7b948d748320	good	nohookah	ballpit
713	Simply Invisible	blank.gif	3563606030d2e7abf29128b1714dc309	neutral	none	use 1 invisibility potion
714	Simply Irresistible	magnet.gif	cba956179bd0be43eb87e0f80fc6692c	neutral	none	use 1 irresistibility potion
715	Simply Irritable	angry.gif	78f093b933f55e50f2cf8d8ee23451d6	neutral	none	use 1 irritability potion
716	Inigo's Incantation of Inspiration	incantation.gif	13a38b36b281484553a9ea836fd3b2d8	good	song	cast 1 Inigo's Incantation of Inspiration|use 1 recording of Inigo's Incantation of Inspiration
717	Red Misty-Eyed	eyeball.gif	820b089cdb98e5f389fb24448c4d6a37	good	none	use 1 sealhide seal doll
718	B-b-brr!	sphererough.gif	c7cfec0c1b99f8ab69bdd4dd24dd6735	neutral	none	# snowball
719	Sealed Brain	realbrain.gif	12fa21a06cde21c7a65f2244cd02dacb	good	none	use 1 seal-brain elixir
720	Pyramid Power	brickopyramid.gif	4f998d046f27da24e5ca9aa9a924f321	good	none	#resting in a Pyramid in your campground
721	Earworm	larva.gif	9ed86341d30a9cc55db66ee59b33fd5b	neutral	none	# hit by Somerset Lopez, Demon Mariachi (sometimes)
722	Very Clean Guns	happiness.gif	6ab901c4e598d8c59f6d4539d4e07ae0	good	none	use 1 gun cleaning kit
723	Gleaming White Teeth	goldfronts.gif	107f5321e020b856965a53d5bff93b08	good	none	use 1 mariachi toothpaste|cargo effect Gleaming White Teeth
724	Pemmican't	cruft.gif	63f212fdef4d2731cf9944afd3a9cb22	good	none	use 1 Northern pemmican
725	Down the Rabbit Hole	hare.gif	907cb5ad2ab24111f4cc83b0609ad087	good	nohookah	use 1 &quot;DRINK ME&quot; potion
726	Assaulted with Pepper	blpepper.gif	3ea2b2308ef23f53d670c9d27f380c7d	neutral	none	hatter 4|cargo effect Assaulted with Pepper
727	Three Days Slow	watch.gif	fa9a60563732a82bd6c68671998f7e4e	good	none	hatter 6
728	Cat-Alyzed	blackcat.gif	2a82a72fecb3e47c6e10c0b4a09f3e30	good	none	hatter 7
729	Anytwo Five Elevenis?	hobbyhorse.gif	e2f26024ae49c1eef94a20cc6caec8e3	good	none	hatter 8
730	Coated Arms	nicesword.gif	b68894530a671bcdbbfc612f1afa1e20	good	none	hatter 9
